neighbourhood,latitude,longitude,price,minimum_nights
Mercier-Hochelaga-Maisonneuve,45.54602,-73.54937,92,1
Mercier-Hochelaga-Maisonneuve,45.55712,-73.53046,125,1
Saint-Léonard,45.59808,-73.61299,214,2
Ville-Marie,45.5147,-73.56508,352,1
Ville-Marie,45.49895,-73.55955,118,3
Villeray-Saint-Michel-Parc-Extension,45.52522,-73.62723,467,1
Mercier-Hochelaga-Maisonneuve,45.55884,-73.53063,54,1
Mercier-Hochelaga-Maisonneuve,45.55928,-73.53093,55,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48065,-73.62691,168,1
Ville-Marie,45.50214,-73.55545,158,2
Le Plateau-Mont-Royal,45.5224087,-73.60311879999999,250,8
Le Plateau-Mont-Royal,45.52551,-73.607896,102,2
Ville-Marie,45.51803,-73.56483,68,2
Ville-Marie,45.49421,-73.58327,157,1
Le Plateau-Mont-Royal,45.50914,-73.57391,88,1
Ville-Marie,45.51601,-73.56343,70,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46372,-73.61685,20,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46577,-73.61493,20,1
Le Plateau-Mont-Royal,45.50815,-73.5721,90,1
Ville-Marie,45.49351,-73.58354,483,1
Villeray-Saint-Michel-Parc-Extension,45.52462920000001,-73.6223186,142,1
Mercier-Hochelaga-Maisonneuve,45.59698,-73.51227,69,1
Beaconsfield,45.43811406317964,-73.86476121205146,524,7
Rosemont-La Petite-Patrie,45.53872,-73.5877,87,2
Ville-Marie,45.51517,-73.54695,178,1
Rosemont-La Petite-Patrie,45.53895,-73.58586,86,2
Rosemont-La Petite-Patrie,45.53831,-73.58746,87,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46045,-73.63937,80,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.45852,-73.63878,80,5
Ville-Marie,45.4972,-73.57387,159,3
Mercier-Hochelaga-Maisonneuve,45.55417,-73.53741,72,1
Ville-Marie,45.5215,-73.5532,172,1
Mercier-Hochelaga-Maisonneuve,45.54434,-73.55132,175,2
Ville-Marie,45.5265,-73.54906,189,2
Mercier-Hochelaga-Maisonneuve,45.58186,-73.53962,169,2
Mont-Royal,45.50757,-73.64197,229,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50391,-73.61956,152,3
Ville-Marie,45.52238,-73.56049,120,1
Le Sud-Ouest,45.47116,-73.58874,230,1
Ville-Marie,45.51157,-73.55688,146,2
Le Plateau-Mont-Royal,45.51981,-73.5988,80,1
Rosemont-La Petite-Patrie,45.53031,-73.6031,102,2
Rosemont-La Petite-Patrie,45.5313,-73.61923,295,5
Verdun,45.46593,-73.5761,100,10
Ville-Marie,45.51246,-73.5521,60,2
Le Sud-Ouest,45.44883,-73.60387,78,2
Ville-Marie,45.51,-73.55073,475,1
Le Plateau-Mont-Royal,45.51227,-73.56996,271,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46538,-73.61504,93,1
Villeray-Saint-Michel-Parc-Extension,45.54747,-73.63034,149,7
Ville-Marie,45.51118,-73.55214,104,2
Ville-Marie,45.50353,-73.55785,180,2
Ahuntsic-Cartierville,45.56441971704826,-73.65571939656346,195,12
Ville-Marie,45.50469,-73.55663,354,3
Ville-Marie,45.5204201,-73.5535579,121,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4637,-73.61601,93,1
Le Plateau-Mont-Royal,45.5146248,-73.57156739999999,200,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46429,-73.61675,93,1
Lachine,45.4341896,-73.6874661,149,3
Ville-Marie,45.51007,-73.55069,142,2
Le Plateau-Mont-Royal,45.52171,-73.59834,218,2
Le Plateau-Mont-Royal,45.51134,-73.57101,77,1
Ahuntsic-Cartierville,45.54857,-73.64068,60,2
Verdun,45.45706,-73.56838,78,2
Le Plateau-Mont-Royal,45.51333,-73.57296,229,3
Le Plateau-Mont-Royal,45.52789,-73.57375,150,5
Ville-Marie,45.53664,-73.55686,174,7
Ville-Marie,45.50213,-73.55722,159,2
Le Sud-Ouest,45.45059,-73.59784,30,2
Ville-Marie,45.50428,-73.55592,197,2
Le Sud-Ouest,45.44852,-73.599,78,2
Ville-Marie,45.50071,-73.58443,95,1
Le Sud-Ouest,45.44699,-73.60232,26,2
Ville-Marie,45.51065,-73.55335,60,2
Le Sud-Ouest,45.45112,-73.60425,30,2
Rosemont-La Petite-Patrie,45.53504,-73.61131,294,3
Le Sud-Ouest,45.49086,-73.55936,175,1
Ville-Marie,45.50207,-73.55731,212,2
Villeray-Saint-Michel-Parc-Extension,45.54449,-73.62423,199,2
LaSalle,45.434,-73.59812,100,1
Ville-Marie,45.48896,-73.58174,386,1
Côte-Saint-Luc,45.46747552228928,-73.66715926676989,130,1
Rosemont-La Petite-Patrie,45.53621,-73.60515,120,1
Le Plateau-Mont-Royal,45.5240045,-73.6018658,145,7
Ville-Marie,45.52354,-73.555,98,1
Le Plateau-Mont-Royal,45.53593621602138,-73.5683815380897,59,1
Mercier-Hochelaga-Maisonneuve,45.54044,-73.55046,74,2
Le Sud-Ouest,45.46351,-73.61513,93,1
Le Plateau-Mont-Royal,45.51554,-73.57556,52,2
Mercier-Hochelaga-Maisonneuve,45.5723,-73.53058,307,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46758,-73.6394,95,1
Villeray-Saint-Michel-Parc-Extension,45.52531,-73.62707,341,1
Ville-Marie,45.50256,-73.58463,200,1
Le Plateau-Mont-Royal,45.52352,-73.58922,140,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46503,-73.61478,20,1
Le Plateau-Mont-Royal,45.51528,-73.57476,46,2
Ville-Marie,45.50917,-73.55425,178,2
Ville-Marie,45.50183,-73.58303,200,1
Villeray-Saint-Michel-Parc-Extension,45.52548,-73.62649,354,3
Ville-Marie,45.50078,-73.58375,200,1
Ville-Marie,45.49335,-73.582,320,2
Ville-Marie,45.50203,-73.58528,200,1
Le Plateau-Mont-Royal,45.52051,-73.57555,243,2
Mercier-Hochelaga-Maisonneuve,45.55298,-73.54923,218,2
Ville-Marie,45.50617,-73.55913,374,2
Ville-Marie,45.52773,-73.54898,183,2
Ville-Marie,45.50055,-73.58504,200,1
Ville-Marie,45.50073,-73.58382,200,1
Ville-Marie,45.50278,-73.58503,200,1
Mercier-Hochelaga-Maisonneuve,45.60071,-73.53016,80,1
Ville-Marie,45.50074,-73.58498,200,1
Ville-Marie,45.50204,-73.58336,200,1
Ville-Marie,45.50031,-73.57779,123,2
Ville-Marie,45.50225,-73.57909,114,2
Mercier-Hochelaga-Maisonneuve,45.5568,-73.52919,150,1
Ville-Marie,45.50251,-73.585,200,1
Mercier-Hochelaga-Maisonneuve,45.57975,-73.5458,34,1
Ville-Marie,45.5014,-73.57978,151,2
Ville-Marie,45.50138,-73.57792,120,2
Rosemont-La Petite-Patrie,45.52863,-73.60708,50,11
Ville-Marie,45.49753,-73.58641,139,2
Ville-Marie,45.50075,-73.5799,125,2
Le Sud-Ouest,45.48657,-73.57806,54,1
Rosemont-La Petite-Patrie,45.53508,-73.60364,84,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48378,-73.62545,40,7
Ville-Marie,45.50211,-73.5785,124,2
Lachine,45.43455608636098,-73.67238315411963,70,14
Ville-Marie,45.50152,-73.57773,137,2
Ville-Marie,45.50171,-73.58,123,2
Ville-Marie,45.50059,-73.58508,200,1
Ville-Marie,45.5,-73.57971,151,2
Ville-Marie,45.5008,-73.57974,124,2
Ville-Marie,45.5016,-73.57775,125,2
Le Plateau-Mont-Royal,45.50798,-73.5765,109,1
Ville-Marie,45.50054,-73.58529,200,1
Le Plateau-Mont-Royal,45.52205,-73.56947,125,1
Le Plateau-Mont-Royal,45.52227,-73.56979,125,2
Le Plateau-Mont-Royal,45.52034,-73.57162,125,2
Ville-Marie,45.50138,-73.58299,200,1
Ville-Marie,45.50013,-73.57838,147,2
Ville-Marie,45.5007,-73.58345,200,1
Ville-Marie,45.51219,-73.55399,55,2
Ville-Marie,45.49731,-73.55335,263,2
Ville-Marie,45.50241,-73.5832,200,1
Ville-Marie,45.51069,-73.55236,59,2
Villeray-Saint-Michel-Parc-Extension,45.56572695449759,-73.64200551062822,146,1
Ville-Marie,45.49339,-73.58222,70,2
Le Plateau-Mont-Royal,45.53495,-73.58466,85,2
Ville-Marie,45.50073,-73.57528,63,2
Ville-Marie,45.50083,-73.5733,113,2
Rosemont-La Petite-Patrie,45.54097,-73.60828,100,2
Ville-Marie,45.53342,-73.55231,86,2
Ville-Marie,45.50253,-73.58502,200,1
Ville-Marie,45.50076,-73.58477,200,1
Mercier-Hochelaga-Maisonneuve,45.53841,-73.54104,130,2
Le Plateau-Mont-Royal,45.50677,-73.5756,236,1
Ville-Marie,45.50249,-73.58305,200,1
Rosemont-La Petite-Patrie,45.53121,-73.61089,250,3
Ville-Marie,45.50102,-73.58322,200,1
Ville-Marie,45.50075,-73.58506,200,1
Le Plateau-Mont-Royal,45.52820699999999,-73.5753225,175,2
Ville-Marie,45.50473,-73.55516,223,2
Le Plateau-Mont-Royal,45.51893,-73.57327,413,2
Ahuntsic-Cartierville,45.54864,-73.64055,39,1
Le Plateau-Mont-Royal,45.52613,-73.589,70,1
Le Sud-Ouest,45.48665,-73.56983,95,7
Mercier-Hochelaga-Maisonneuve,45.5773,-73.55593,150,5
Le Sud-Ouest,45.48264,-73.56536,199,2
Ville-Marie,45.5006,-73.57992,135,2
Côte-Saint-Luc,45.46648,-73.66963,99,3
Ville-Marie,45.50179,-73.57942,130,2
Le Sud-Ouest,45.4710571,-73.5923877,140,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47554,-73.61984,107,3
Le Plateau-Mont-Royal,45.52837,-73.58633,92,2
Ahuntsic-Cartierville,45.5332061,-73.6917754,205,1
Le Plateau-Mont-Royal,45.52866,-73.59144,107,1
Ville-Marie,45.49184435242956,-73.5835579116394,195,2
Mercier-Hochelaga-Maisonneuve,45.55033,-73.53534,78,2
Mercier-Hochelaga-Maisonneuve,45.55003,-73.5348,78,2
Verdun,45.4652414,-73.5677372,66,2
Mercier-Hochelaga-Maisonneuve,45.55034,-73.53537,78,2
Mercier-Hochelaga-Maisonneuve,45.55002,-73.53476,78,2
Verdun,45.46743,-73.56999,154,2
Le Plateau-Mont-Royal,45.51452,-73.57484,549,1
Le Plateau-Mont-Royal,45.50884079999999,-73.5728146,149,2
Saint-Laurent,45.53032,-73.6785,155,3
Rosemont-La Petite-Patrie,45.53841,-73.58702,62,2
Rosemont-La Petite-Patrie,45.53843,-73.5875,62,2
Ville-Marie,45.49586,-73.57321,160,2
Villeray-Saint-Michel-Parc-Extension,45.53769,-73.61706,124,3
Villeray-Saint-Michel-Parc-Extension,45.53848,-73.61733,110,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46974,-73.60609,189,1
Le Plateau-Mont-Royal,45.51534,-73.57673,628,1
Ville-Marie,45.5122126,-73.55552229999999,91,1
Le Plateau-Mont-Royal,45.50886,-73.57846,99,1
Le Plateau-Mont-Royal,45.51602,-73.57504,502,1
Rosemont-La Petite-Patrie,45.53959,-73.61307,60,1
Ville-Marie,45.49491351910208,-73.60347457230091,100,1
Le Sud-Ouest,45.47561,-73.56455,140,1
Ville-Marie,45.51091,-73.56946,160,2
Ville-Marie,45.49229,-73.57603,148,3
Rosemont-La Petite-Patrie,45.5325762,-73.6198714,225,4
Ville-Marie,45.51805,-73.55697,290,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46376,-73.61521,102,1
Lachine,45.4368624,-73.684718,80,2
Ville-Marie,45.51881,-73.56486,109,2
Ville-Marie,45.49397,-73.58142,43,2
Ville-Marie,45.51139,-73.5518,57,2
Ahuntsic-Cartierville,45.54934,-73.6497,221,2
Verdun,45.4651824,-73.5666516,56,1
Ville-Marie,45.51288,-73.55382,59,2
Le Sud-Ouest,45.483463522982575,-73.55890765786171,82,2
Ville-Marie,45.51047,-73.55965,102,1
Le Sud-Ouest,45.49418650014772,-73.5598112270236,184,2
Ville-Marie,45.51288,-73.55363,113,1
Mercier-Hochelaga-Maisonneuve,45.57007254025402,-73.53821877788405,115,1
Mercier-Hochelaga-Maisonneuve,45.56898,-73.53736,117,1
Ville-Marie,45.49948,-73.5588,150,3
Le Sud-Ouest,45.45963,-73.59829,170,1
Lachine,45.44323,-73.68777,60,1
Mercier-Hochelaga-Maisonneuve,45.57111,-73.53933,115,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49653,-73.60851,83,2
Ville-Marie,45.51205,-73.56758,191,1
Rosemont-La Petite-Patrie,45.54732,-73.57882,300,3
Rosemont-La Petite-Patrie,45.55676,-73.56958,162,3
Le Sud-Ouest,45.48229,-73.57732,210,6
Le Plateau-Mont-Royal,45.53871,-73.57514,75,1
Ville-Marie,45.51077,-73.56265,109,1
Villeray-Saint-Michel-Parc-Extension,45.56668,-73.64308,81,2
Ahuntsic-Cartierville,45.56889,-73.6432,80,2
Ville-Marie,45.52612,-73.55896,200,2
Rosemont-La Petite-Patrie,45.5314,-73.60537,200,2
Verdun,45.45782,-73.57051,119,1
Ville-Marie,45.49461,-73.57246,73,1
Le Plateau-Mont-Royal,45.5227345,-73.5822034,92,1
Ville-Marie,45.49338,-73.57281,114,1
Saint-Laurent,45.5106867,-73.7326054,110,2
Le Plateau-Mont-Royal,45.51912,-73.58361,150,2
Rosemont-La Petite-Patrie,45.55398,-73.57294,134,2
Rosemont-La Petite-Patrie,45.55436,-73.57303,102,3
Mercier-Hochelaga-Maisonneuve,45.53993,-73.54299,81,1
Mercier-Hochelaga-Maisonneuve,45.55408,-73.54979,190,2
Ville-Marie,45.4948,-73.57365,111,1
Villeray-Saint-Michel-Parc-Extension,45.54971,-73.60176,221,3
Ville-Marie,45.49783,-73.58251,147,1
Mont-Royal,45.51753,-73.65034,120,1
Villeray-Saint-Michel-Parc-Extension,45.55114,-73.62764,74,2
Ville-Marie,45.51091,-73.55573,112,1
Mercier-Hochelaga-Maisonneuve,45.5484439,-73.5411665,235,2
Mercier-Hochelaga-Maisonneuve,45.6017443,-73.529586,75,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49080107279944,-73.62820604246473,108,1
Le Plateau-Mont-Royal,45.5274560748244,-73.60620740801096,134,1
Le Plateau-Mont-Royal,45.53186729999999,-73.5759214,85,2
Ville-Marie,45.49809,-73.5776,136,2
Le Plateau-Mont-Royal,45.53077,-73.58634,632,2
Ville-Marie,45.51192224761531,-73.5619705916007,390,1
Rosemont-La Petite-Patrie,45.5419,-73.60387,100,2
Ville-Marie,45.51128,-73.5627,520,1
Le Plateau-Mont-Royal,45.52873,-73.57458,129,2
Le Sud-Ouest,45.4907,-73.57012,115,14
Ville-Marie,45.50215,-73.57894,213,1
Le Plateau-Mont-Royal,45.52453,-73.57854,189,3
Ville-Marie,45.48909,-73.57926,67,3
Westmount,45.47997603570512,-73.59531559206543,104,3
Villeray-Saint-Michel-Parc-Extension,45.54613,-73.61219,100,6
Villeray-Saint-Michel-Parc-Extension,45.54144,-73.62947,75,1
Le Sud-Ouest,45.49355,-73.5569,217,3
Ville-Marie,45.49616,-73.5817,169,1
Ahuntsic-Cartierville,45.54019,-73.67338,110,14
Le Plateau-Mont-Royal,45.5259276,-73.5897362,103,2
Ville-Marie,45.52041,-73.55865,95,2
Le Plateau-Mont-Royal,45.53971,-73.58131,225,3
Ville-Marie,45.51242,-73.55643,101,1
Le Sud-Ouest,45.47622,-73.58678,248,1
Le Plateau-Mont-Royal,45.5175726,-73.58409940000001,81,2
Rosemont-La Petite-Patrie,45.53154,-73.60853,266,2
L'Île-Bizard-Sainte-Geneviève,45.48368,-73.87512,450,8
Ville-Marie,45.49646,-73.57697,400,4
Ville-Marie,45.51241,-73.54929,111,3
Villeray-Saint-Michel-Parc-Extension,45.56692,-73.64315,80,2
Montréal-Nord,45.627143064026335,-73.62196203321218,100,1
Le Plateau-Mont-Royal,45.50898,-73.5759,60,1
Outremont,45.5195078753282,-73.60990159239903,260,2
Le Plateau-Mont-Royal,45.5273,-73.58641,214,2
Mercier-Hochelaga-Maisonneuve,45.54516,-73.54653,72,2
Ville-Marie,45.53233,-73.55404,80,2
Villeray-Saint-Michel-Parc-Extension,45.56796,-73.64137,80,2
Verdun,45.45744,-73.57366,69,2
Ville-Marie,45.49024,-73.57792,103,1
Le Plateau-Mont-Royal,45.53594,-73.56795,60,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48836,-73.64332,86,1
Villeray-Saint-Michel-Parc-Extension,45.56775,-73.60071,103,1
Ville-Marie,45.49516,-73.55419,202,2
Ville-Marie,45.49969,-73.58044,293,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47847,-73.61956,150,2
Mercier-Hochelaga-Maisonneuve,45.58472,-73.56195,499,2
Ville-Marie,45.52515722694511,-73.55008687824011,80,1
Le Plateau-Mont-Royal,45.51398910845008,-73.57307879629516,306,1
Outremont,45.51139,-73.61682,79,1
Ville-Marie,45.49571,-73.58227,102,1
Ville-Marie,45.49762377658703,-73.55718076902151,357,3
Outremont,45.51277,-73.61478,78,1
Ville-Marie,45.50272,-73.55696,84,2
Ville-Marie,45.49823,-73.58082,455,1
Ville-Marie,45.52682,-73.55383,150,1
Ville-Marie,45.53226,-73.55598,80,2
Le Plateau-Mont-Royal,45.51986,-73.58145,143,1
LaSalle,45.43369,-73.64069,100,1
Le Sud-Ouest,45.45858,-73.58384,49,2
Mercier-Hochelaga-Maisonneuve,45.54711,-73.553,85,2
Rosemont-La Petite-Patrie,45.53555907017291,-73.61242221471524,150,7
Ville-Marie,45.5266,-73.55053,189,2
Rosemont-La Petite-Patrie,45.55961,-73.5826,300,1
Villeray-Saint-Michel-Parc-Extension,45.54485,-73.62242,75,1
Ville-Marie,45.49958,-73.57765,127,2
Villeray-Saint-Michel-Parc-Extension,45.54346,-73.61139,183,2
Le Plateau-Mont-Royal,45.50929,-73.5755,43,1
Pierrefonds-Roxboro,45.51201388184256,-73.81240893155336,68,1
Verdun,45.45889,-73.54519,190,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48813,-73.63984,79,2
Ville-Marie,45.50379,-73.55541,162,2
Le Plateau-Mont-Royal,45.50756,-73.57428,43,1
Saint-Laurent,45.5124453,-73.70762,149,2
Le Plateau-Mont-Royal,45.53601,-73.56451,74,1
Le Sud-Ouest,45.45076,-73.59939,30,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49254,-73.64777,114,7
Rosemont-La Petite-Patrie,45.53354326659486,-73.60887332209015,179,4
Le Plateau-Mont-Royal,45.52435,-73.5986,80,3
Ville-Marie,45.51675,-73.56498,106,2
Le Plateau-Mont-Royal,45.536113603579295,-73.57226192883607,100,2
Ville-Marie,45.49395,-73.57815,98,2
Ville-Marie,45.50598,-73.56432,347,2
Ville-Marie,45.49277,-73.58244,88,1
Le Plateau-Mont-Royal,45.52461,-73.57732,65,1
Le Plateau-Mont-Royal,45.51529,-73.57209,298,2
Le Sud-Ouest,45.46137323141375,-73.59267365187407,179,1
LaSalle,45.42088,-73.64403,93,1
Le Plateau-Mont-Royal,45.52157,-73.57373,177,2
Ville-Marie,45.50237,-73.55718,61,1
Le Sud-Ouest,45.48708,-73.5691,186,1
Ville-Marie,45.5,-73.57904,207,1
Ville-Marie,45.50535,-73.55465,175,2
Le Plateau-Mont-Royal,45.52141,-73.57337,214,2
Ville-Marie,45.53202,-73.55609,80,2
LaSalle,45.43279,-73.62533,160,1
Ville-Marie,45.51068,-73.56131,185,1
Villeray-Saint-Michel-Parc-Extension,45.54077,-73.61584,130,3
Ville-Marie,45.48943,-73.58095,293,1
Ville-Marie,45.49919,-73.55998,140,1
Le Plateau-Mont-Royal,45.53883,-73.56236,80,2
Le Plateau-Mont-Royal,45.53222,-73.56784,220,2
Le Sud-Ouest,45.47594,-73.59039,120,1
Le Sud-Ouest,45.45521,-73.59435,140,5
Mercier-Hochelaga-Maisonneuve,45.61253,-73.51796,77,1
Le Plateau-Mont-Royal,45.52503,-73.60355,143,1
Ahuntsic-Cartierville,45.56314,-73.65375,390,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48587,-73.64097,114,2
Le Plateau-Mont-Royal,45.53679,-73.58635,215,2
Le Plateau-Mont-Royal,45.51889,-73.5853,104,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48934,-73.62409,88,2
Le Plateau-Mont-Royal,45.53703,-73.57541,90,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4954,-73.60833,110,2
Ville-Marie,45.50027,-73.56145,63,1
Rivière-des-Prairies-Pointe-aux-Trembles,45.6428562,-73.4909469,211,3
Le Plateau-Mont-Royal,45.5343,-73.57996,275,2
Ville-Marie,45.49575,-73.57136,629,1
Mercier-Hochelaga-Maisonneuve,45.56013,-73.5467,500,1
Le Plateau-Mont-Royal,45.51648313335531,-73.57565268874168,140,1
Ville-Marie,45.53319,-73.55949,245,2
Le Plateau-Mont-Royal,45.5197,-73.58955,186,2
Le Sud-Ouest,45.49224,-73.56011,178,2
Ville-Marie,45.49481,-73.56446,189,1
Ville-Marie,45.49167405329492,-73.5756611344152,151,3
Le Sud-Ouest,45.48429,-73.56248,98,3
Ville-Marie,45.51341,-73.56283,204,1
Le Plateau-Mont-Royal,45.52361,-73.58585,329,2
Le Sud-Ouest,45.47275,-73.59178,129,2
Le Sud-Ouest,45.4630445,-73.5967312,136,2
Ville-Marie,45.51842,-73.55421,145,1
Ville-Marie,45.50004,-73.57938,399,1
Ville-Marie,45.4936,-73.56799,120,1
Ville-Marie,45.51924,-73.55602,141,1
Le Plateau-Mont-Royal,45.51626,-73.57507,107,1
Ville-Marie,45.50364,-73.56239,195,1
Ville-Marie,45.51924,-73.55649,40,1
Le Sud-Ouest,45.49477,-73.55621,360,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46769,-73.63817,125,1
Rosemont-La Petite-Patrie,45.55615,-73.5682,129,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47344,-73.62977,125,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49544,-73.609,111,10
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48503853897218,-73.63135263439332,183,2
Ville-Marie,45.49379,-73.58309,70,1
Ville-Marie,45.51159,-73.56401,343,2
Ville-Marie,45.5186,-73.5563,38,1
Ville-Marie,45.49465,-73.58283,140,2
Le Sud-Ouest,45.44669,-73.6002,78,2
Lachine,45.44076,-73.6639,179,1
Ville-Marie,45.51048,-73.56232,267,2
Le Plateau-Mont-Royal,45.51369,-73.57251,139,2
Le Plateau-Mont-Royal,45.52449,-73.60507,293,1
LaSalle,45.43050359999999,-73.6211713,55,1
Le Sud-Ouest,45.4948,-73.55808,157,1
Le Plateau-Mont-Royal,45.52973,-73.57286,89,2
Ville-Marie,45.4997646,-73.5742313,154,2
Beaconsfield,45.42217,-73.88385,49,7
Ville-Marie,45.50096,-73.55754,182,4
Ville-Marie,45.50474,-73.55533,200,2
Rosemont-La Petite-Patrie,45.55238,-73.55757,140,3
Le Plateau-Mont-Royal,45.52344,-73.58828,389,2
Le Plateau-Mont-Royal,45.52398,-73.60332,143,1
Ville-Marie,45.51807,-73.55819,159,1
Le Plateau-Mont-Royal,45.52564,-73.60415,143,1
Le Plateau-Mont-Royal,45.52594,-73.60379,143,1
Le Plateau-Mont-Royal,45.52413,-73.60331,143,1
Verdun,45.45836,-73.57398,90,1
Ville-Marie,45.51156,-73.56434,106,1
Mercier-Hochelaga-Maisonneuve,45.55255,-73.53766,80,1
Le Plateau-Mont-Royal,45.50844,-73.57734,103,1
Ville-Marie,45.50964,-73.55301,291,1
Le Plateau-Mont-Royal,45.52412,-73.60335,143,1
Dollard-des-Ormeaux,45.47954,-73.84122,51,1
Ville-Marie,45.49072,-73.57727,299,1
Rosemont-La Petite-Patrie,45.54017,-73.58601,61,2
Le Plateau-Mont-Royal,45.52554,-73.57696,75,1
Le Plateau-Mont-Royal,45.5253075,-73.598094,250,3
Rosemont-La Petite-Patrie,45.53822,-73.58751,61,2
Ville-Marie,45.49085,-73.58033,158,2
Le Sud-Ouest,45.48913,-73.56786,160,1
Mercier-Hochelaga-Maisonneuve,45.55314,-73.55403,61,1
Mercier-Hochelaga-Maisonneuve,45.5921,-73.55736,121,1
Ville-Marie,45.53812,-73.55825,116,2
Le Sud-Ouest,45.47911,-73.56799,120,2
Le Sud-Ouest,45.49479,-73.56062,133,3
Rosemont-La Petite-Patrie,45.54755,-73.57635,200,3
Ville-Marie,45.49706,-73.57735,500,2
Ville-Marie,45.52859,-73.54681,92,1
Mont-Royal,45.52346,-73.62122,139,1
Rosemont-La Petite-Patrie,45.54789,-73.55695,40,2
Rosemont-La Petite-Patrie,45.54743,-73.55669,40,2
Rosemont-La Petite-Patrie,45.544923,-73.60443699999999,190,2
Saint-Laurent,45.51197,-73.68007,180,1
Le Sud-Ouest,45.46144,-73.59617,170,1
Ville-Marie,45.5170795,-73.5592573,122,1
Mercier-Hochelaga-Maisonneuve,45.54624,-73.5552,40,2
Ahuntsic-Cartierville,45.5738,-73.65462,136,2
Le Sud-Ouest,45.48189,-73.58254,220,2
Le Plateau-Mont-Royal,45.53692,-73.56491,98,1
Lachine,45.44465,-73.66951,95,2
Saint-Léonard,45.57779,-73.59029,80,2
Rivière-des-Prairies-Pointe-aux-Trembles,45.64449718907189,-73.50758037933299,127,2
Le Plateau-Mont-Royal,45.52481,-73.58835,300,1
Ville-Marie,45.51275162894515,-73.55864748358728,151,7
LaSalle,45.42694,-73.59785,45,3
Rosemont-La Petite-Patrie,45.55333,-73.55527,47,2
Le Plateau-Mont-Royal,45.53874,-73.57966,38,1
Montréal-Nord,45.6076972,-73.6201087,81,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47991,-73.62293,130,1
Verdun,45.4527436,-73.5804363,45,1
Ville-Marie,45.52277,-73.55395,69,2
LaSalle,45.42284,-73.61988,100,1
Ville-Marie,45.51225,-73.56073,104,1
Le Plateau-Mont-Royal,45.5239015,-73.5847849,105,1
Mercier-Hochelaga-Maisonneuve,45.5587,-73.53268,65,1
Mercier-Hochelaga-Maisonneuve,45.58343,-73.53143,69,1
Rosemont-La Petite-Patrie,45.54074,-73.59003,125,4
Ville-Marie,45.49489,-73.58056,57,1
Ville-Marie,45.50892,-73.56074,159,1
Le Plateau-Mont-Royal,45.52215,-73.60015,196,2
Ville-Marie,45.5121763,-73.5555571,97,1
Montréal-Nord,45.58203,-73.63803,64,1
Le Sud-Ouest,45.47338,-73.5873,101,1
Ville-Marie,45.49789,-73.57751,132,1
Dollard-des-Ormeaux,45.48082,-73.83987,60,1
Saint-Laurent,45.52575,-73.69736,175,2
Villeray-Saint-Michel-Parc-Extension,45.57157,-73.62837,60,2
Le Plateau-Mont-Royal,45.53682,-73.57417,175,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4988,-73.64292,45,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48116,-73.6222,109,1
Villeray-Saint-Michel-Parc-Extension,45.56188,-73.60573,101,1
Ville-Marie,45.51105,-73.56258,106,1
Ville-Marie,45.51137,-73.56423,104,1
Ville-Marie,45.50953,-73.56448,104,1
Villeray-Saint-Michel-Parc-Extension,45.56562,-73.59849,180,2
Le Sud-Ouest,45.4524,-73.59572,236,2
Le Plateau-Mont-Royal,45.53743,-73.57605,103,6
Ville-Marie,45.5094,-73.56431,76,1
Verdun,45.4568828,-73.5718911,106,1
Ville-Marie,45.51146,-73.56266,79,1
Ville-Marie,45.51167,-73.56317,79,1
Le Sud-Ouest,45.47593,-73.58237,102,1
Le Sud-Ouest,45.4953,-73.55995,161,1
Le Plateau-Mont-Royal,45.51601,-73.57713,123,1
