neighbourhood,latitude,longitude,price,minimum_nights
Ville-Marie,45.50102,-73.57949,125,2
Le Plateau-Mont-Royal,45.53446,-73.58521,125,3
Rosemont-La Petite-Patrie,45.54816,-73.56948,65,2
Rosemont-La Petite-Patrie,45.53707,-73.60698,232,3
Le Plateau-Mont-Royal,45.52492,-73.58512,70,2
Ville-Marie,45.5374,-73.55445,120,7
Mercier-Hochelaga-Maisonneuve,45.58001,-73.54057,42,2
Ville-Marie,45.51785,-73.55841,49,7
Mercier-Hochelaga-Maisonneuve,45.546756744384766,-73.54872131347656,85,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49087,-73.64357,23,2
Ville-Marie,45.51299,-73.56917,80,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46856,-73.60565,75,3
Le Plateau-Mont-Royal,45.51615,-73.57909,35,2
Le Plateau-Mont-Royal,45.51742,-73.58001,41,2
Ahuntsic-Cartierville,45.5469,-73.64541,60,2
Le Plateau-Mont-Royal,45.53111,-73.57119,115,7
Ville-Marie,45.52982,-73.55397,199,1
Verdun,45.45634,-73.54824,40,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49084,-73.64351,33,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49084,-73.64351,33,2
Villeray-Saint-Michel-Parc-Extension,45.53958,-73.6377,31,1
Le Plateau-Mont-Royal,45.51363,-73.57621,24,2
Rosemont-La Petite-Patrie,45.55857,-73.57631,21,3
Le Plateau-Mont-Royal,45.51948,-73.57787,35,2
Côte-Saint-Luc,45.47358,-73.66415,200,3
Ahuntsic-Cartierville,45.55265,-73.66306,99,3
Ville-Marie,45.50846,-73.55207,185,2
Ahuntsic-Cartierville,45.54016,-73.65178,200,7
Saint-Laurent,45.53039,-73.67419,20,2
Saint-Laurent,45.509,-73.68563,45,1
Le Plateau-Mont-Royal,45.51382,-73.57262,50,14
Le Plateau-Mont-Royal,45.52595,-73.57916,109,3
Le Plateau-Mont-Royal,45.53273,-73.57225,35,5
Ville-Marie,45.5028,-73.57925,21,1
Villeray-Saint-Michel-Parc-Extension,45.53317,-73.61994,150,5
Mercier-Hochelaga-Maisonneuve,45.61461,-73.54366,249,1
Le Plateau-Mont-Royal,45.52135,-73.57794,27,2
Rosemont-La Petite-Patrie,45.53232,-73.59451,35,5
Ville-Marie,45.49272,-73.58354,180,1
Ville-Marie,45.50204,-73.55738,371,1
Le Plateau-Mont-Royal,45.5167,-73.58324,17,4
Verdun,45.45872,-73.56911,75,4
Ville-Marie,45.49293,-73.57674,50,10
Mercier-Hochelaga-Maisonneuve,45.54586,-73.53713,100,4
Le Plateau-Mont-Royal,45.51798,-73.58137,126,2
Ville-Marie,45.50353,-73.55722,248,1
Rosemont-La Petite-Patrie,45.55003356933594,-73.57456970214844,185,2
Rivière-des-Prairies-Pointe-aux-Trembles,45.69529,-73.49285,50,3
Verdun,45.45746,-73.54259,100,3
Rosemont-La Petite-Patrie,45.53912,-73.58963,60,5
Le Plateau-Mont-Royal,45.5183,-73.58456,60,1
LaSalle,45.43653,-73.62213,50,1
Ville-Marie,45.51404,-73.55887,125,4
Villeray-Saint-Michel-Parc-Extension,45.53092,-73.63151,35,7
Le Plateau-Mont-Royal,45.53029,-73.5789,282,2
Le Plateau-Mont-Royal,45.52661,-73.58599,50,2
Ville-Marie,45.50376,-73.564,47,2
Verdun,45.46281,-73.57585,26,1
Le Plateau-Mont-Royal,45.51773,-73.57572,175,2
Villeray-Saint-Michel-Parc-Extension,45.53978,-73.62801,88,2
Rosemont-La Petite-Patrie,45.53456,-73.59502,75,6
Le Plateau-Mont-Royal,45.50886,-73.57462,100,7
Westmount,45.48936,-73.5988,100,2
Westmount,45.49099,-73.59935,78,2
Westmount,45.48977,-73.59784,148,2
Villeray-Saint-Michel-Parc-Extension,45.55444,-73.61142,100,1
Mercier-Hochelaga-Maisonneuve,45.56034,-73.53541,90,1
Pierrefonds-Roxboro,45.51127,-73.80864,81,1
Le Plateau-Mont-Royal,45.52492,-73.58587,52,2
Lachine,45.43488,-73.66976,25,1
Le Plateau-Mont-Royal,45.51699,-73.57457,70,2
Villeray-Saint-Michel-Parc-Extension,45.53817,-73.62543,50,4
Rosemont-La Petite-Patrie,45.54392,-73.58919,329,1
Le Plateau-Mont-Royal,45.53131,-73.57159,40,2
Le Plateau-Mont-Royal,45.5239,-73.58936,50,2
Montréal-Nord,45.61762,-73.61601,47,1
Mercier-Hochelaga-Maisonneuve,45.60911,-73.51665,92,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47404,-73.60634,70,2
Rosemont-La Petite-Patrie,45.53079,-73.60437,160,3
Ville-Marie,45.50979,-73.55121,175,3
Le Plateau-Mont-Royal,45.50776,-73.57682,32,9
Ville-Marie,45.52014,-73.55095,18,1
Lachine,45.4445,-73.6433,94,5
Rosemont-La Petite-Patrie,45.54197,-73.59375,30,2
Rosemont-La Petite-Patrie,45.53659,-73.6021,30,1
Le Plateau-Mont-Royal,45.52587,-73.59172,30,2
Outremont,45.51953,-73.59946,25,3
Le Plateau-Mont-Royal,45.52823,-73.58971,35,2
Ville-Marie,45.51271,-73.55033,80,3
Ahuntsic-Cartierville,45.54125,-73.64475,25,1
Villeray-Saint-Michel-Parc-Extension,45.55234,-73.61389,70,3
Le Plateau-Mont-Royal,45.52843,-73.59015,40,2
Ville-Marie,45.49332,-73.57452,42,1
Le Plateau-Mont-Royal,45.52501,-73.5881,195,2
Le Plateau-Mont-Royal,45.53644,-73.58724,100,7
Ville-Marie,45.4951,-73.58872,78,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49631,-73.61029,122,1
Rosemont-La Petite-Patrie,45.54925,-73.5859,80,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49551,-73.6093,98,1
Le Plateau-Mont-Royal,45.53883,-73.56011,44,3
Le Plateau-Mont-Royal,45.5214,-73.58906,15,7
Le Plateau-Mont-Royal,45.52737,-73.56482,81,1
Villeray-Saint-Michel-Parc-Extension,45.55452,-73.59769,100,3
Le Plateau-Mont-Royal,45.51802,-73.58358,18,1
Rosemont-La Petite-Patrie,45.53202,-73.61268,122,2
Ville-Marie,45.52854,-73.55156,80,3
Ahuntsic-Cartierville,45.55018,-73.63717,20,1
LaSalle,45.42046,-73.63791,70,12
Rosemont-La Petite-Patrie,45.54221,-73.5946,378,1
Dollard-des-Ormeaux,45.49352,-73.81037,250,6
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49486,-73.64618,25,1
Villeray-Saint-Michel-Parc-Extension,45.58279,-73.62404,120,1
Le Plateau-Mont-Royal,45.51024,-73.57206,430,1
Ville-Marie,45.49486,-73.57022,150,3
Le Plateau-Mont-Royal,45.52787,-73.60807,100,2
Mercier-Hochelaga-Maisonneuve,45.57663,-73.54971,150,4
Ville-Marie,45.51546,-73.55825,85,1
Ville-Marie,45.49104,-73.57598,119,1
Le Plateau-Mont-Royal,45.52991,-73.58928,60,2
Le Sud-Ouest,45.47942,-73.58636,100,1
Ville-Marie,45.51159,-73.55025,455,2
Mercier-Hochelaga-Maisonneuve,45.54287,-73.53802,16,3
Le Sud-Ouest,45.47872,-73.58847,30,1
Le Plateau-Mont-Royal,45.51009,-73.57661,25,6
Rosemont-La Petite-Patrie,45.53708,-73.61124,55,10
Mercier-Hochelaga-Maisonneuve,45.59164,-73.51831,40,1
Le Plateau-Mont-Royal,45.51272,-73.57212,208,2
Mercier-Hochelaga-Maisonneuve,45.55363,-73.53512,25,1
Ahuntsic-Cartierville,45.55299,-73.65112,110,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47807,-73.62393,40,2
Villeray-Saint-Michel-Parc-Extension,45.54292,-73.62594,35,7
Outremont,45.51866,-73.61,62,1
Rosemont-La Petite-Patrie,45.53358,-73.60361,70,3
Ville-Marie,45.52643,-73.56321,48,1
Ahuntsic-Cartierville,45.54132,-73.64412,16,1
Rosemont-La Petite-Patrie,45.5371,-73.6109,50,10
Ville-Marie,45.51907,-73.55441,78,4
Ahuntsic-Cartierville,45.54123,-73.64464,20,1
Le Plateau-Mont-Royal,45.52872,-73.59447,82,3
Le Plateau-Mont-Royal,45.50978,-73.57222,50,10
Mercier-Hochelaga-Maisonneuve,45.54852,-73.53706,100,4
Verdun,45.45049,-73.56922,55,1
Rosemont-La Petite-Patrie,45.52879,-73.60705,40,7
Le Plateau-Mont-Royal,45.53664,-73.56315,99,4
Le Plateau-Mont-Royal,45.51313,-73.57636,85,1
Ville-Marie,45.52463,-73.55939,150,2
Le Plateau-Mont-Royal,45.52003,-73.58044,275,6
Villeray-Saint-Michel-Parc-Extension,45.52624,-73.62214,27,1
Ville-Marie,45.49274,-73.58065,42,2
Le Plateau-Mont-Royal,45.52392,-73.60342,70,1
Villeray-Saint-Michel-Parc-Extension,45.54095,-73.62594,220,3
Le Plateau-Mont-Royal,45.51688,-73.58285,25,2
Le Plateau-Mont-Royal,45.52635,-73.6092,55,2
Outremont,45.52103,-73.6077,80,3
Le Plateau-Mont-Royal,45.53032,-73.59039,110,2
Le Plateau-Mont-Royal,45.52635,-73.5909,50,1
Mercier-Hochelaga-Maisonneuve,45.5406,-73.54668,83,2
Le Plateau-Mont-Royal,45.52682,-73.58643,17,2
Ville-Marie,45.50715,-73.56942,85,1
Le Plateau-Mont-Royal,45.53122,-73.57708,60,2
Mercier-Hochelaga-Maisonneuve,45.58167,-73.51993,45,1
Le Plateau-Mont-Royal,45.51861,-73.58365,90,4
Rosemont-La Petite-Patrie,45.54723,-73.57436,45,6
Mercier-Hochelaga-Maisonneuve,45.551319,-73.552986,111,2
Ville-Marie,45.52092,-73.55737,35,2
Le Plateau-Mont-Royal,45.5189,-73.58121,129,2
Le Plateau-Mont-Royal,45.52911,-73.57088,111,3
Ville-Marie,45.51808,-73.55543,40,1
Ville-Marie,45.49795,-73.57828,69,1
LaSalle,45.43184,-73.59269,17,1
Ville-Marie,45.51873,-73.55731,18,4
Ville-Marie,45.49283,-73.56492,64,1
Le Plateau-Mont-Royal,45.5066,-73.57666,205,1
Villeray-Saint-Michel-Parc-Extension,45.56578,-73.61424,30,3
Le Plateau-Mont-Royal,45.51842,-73.57857,80,1
Le Plateau-Mont-Royal,45.53603,-73.57768,70,3
Le Plateau-Mont-Royal,45.52364,-73.5753,25,1
Le Plateau-Mont-Royal,45.51783,-73.56898,390,2
Ville-Marie,45.53034,-73.54617,40,5
Ville-Marie,45.50795,-73.553932,375,2
Le Plateau-Mont-Royal,45.50727,-73.57555,35,3
Ville-Marie,45.51209,-73.56149,70,3
Villeray-Saint-Michel-Parc-Extension,45.54105,-73.6281,54,1
Le Plateau-Mont-Royal,45.5254,-73.59896,155,3
Mercier-Hochelaga-Maisonneuve,45.55075,-73.54224,90,4
Ville-Marie,45.50398,-73.55596,150,3
Le Plateau-Mont-Royal,45.53017,-73.58957,209,1
Outremont,45.51759,-73.5972,29,1
Rosemont-La Petite-Patrie,45.53739,-73.59386,73,4
Le Plateau-Mont-Royal,45.52049,-73.58096,25,6
Ville-Marie,45.52103,-73.55726,29,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49309,-73.62992,15,1
Pierrefonds-Roxboro,45.49047,-73.84914,100,14
Villeray-Saint-Michel-Parc-Extension,45.56597,-73.6022,76,6
Le Plateau-Mont-Royal,45.52583,-73.58569,57,2
Ville-Marie,45.49483,-73.57917,40,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47136,-73.63456,25,2
Ville-Marie,45.49451,-73.58119,80,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47681,-73.60465,80,7
Ville-Marie,45.52404,-73.55977,95,2
Saint-Léonard,45.57703,-73.57913,70,4
Ville-Marie,45.5172,-73.56639,34,3
Le Plateau-Mont-Royal,45.51253,-73.57738,30,1
Le Plateau-Mont-Royal,45.53717,-73.58252,100,3
Le Plateau-Mont-Royal,45.529068,-73.57901,132,2
Ville-Marie,45.52212,-73.5597,88,2
Le Sud-Ouest,45.48494,-73.56184,100,7
Ville-Marie,45.52403,-73.55876,55,3
Ville-Marie,45.50214,-73.57555,250,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4778,-73.62371,35,1
Mercier-Hochelaga-Maisonneuve,45.55258,-73.55175,30,1
Ville-Marie,45.5052,-73.55849,441,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49497,-73.64611,13,1
Le Plateau-Mont-Royal,45.5138,-73.57527,40,2
Ville-Marie,45.50382,-73.56025,205,2
Ville-Marie,45.52368,-73.56028,70,2
Outremont,45.52152,-73.6075,23,2
Le Plateau-Mont-Royal,45.52209,-73.56621,41,1
Ville-Marie,45.49091,-73.58298,55,2
Ville-Marie,45.51073,-73.56124,69,1
Ville-Marie,45.5188,-73.56308,25,1
Ville-Marie,45.51763,-73.55576,40,2
Le Plateau-Mont-Royal,45.50853,-73.5769,99,1
Le Plateau-Mont-Royal,45.51915,-73.58903,149,2
Ville-Marie,45.51958,-73.55616,160,2
Le Plateau-Mont-Royal,45.51653,-73.5724,17,1
Saint-Laurent,45.50106,-73.6865,170,3
Le Plateau-Mont-Royal,45.52554,-73.60228,35,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48424,-73.63912,195,2
Rosemont-La Petite-Patrie,45.54018,-73.61273,44,3
Ville-Marie,45.51776,-73.55731,27,2
Le Plateau-Mont-Royal,45.53747,-73.58148,39,5
Ville-Marie,45.51602,-73.56552,60,2
Le Plateau-Mont-Royal,45.51535,-73.57541,60,3
Le Plateau-Mont-Royal,45.52406,-73.58823,25,3
Ville-Marie,45.50922,-73.56291,128,1
Villeray-Saint-Michel-Parc-Extension,45.531,-73.64467,45,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48654,-73.62605,29,2
Ville-Marie,45.51999,-73.56359,75,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49503,-73.61968,20,1
Rosemont-La Petite-Patrie,45.53891,-73.61078,55,2
Mercier-Hochelaga-Maisonneuve,45.54719,-73.53971,23,10
Ville-Marie,45.53673,-73.55997,16,3
Ville-Marie,45.50104,-73.57798,80,5
Rosemont-La Petite-Patrie,45.54994,-73.58382,180,5
Ville-Marie,45.49463,-73.56502,40,2
Lachine,45.44961,-73.6509,406,6
Ville-Marie,45.52155,-73.55164,52,10
Le Plateau-Mont-Royal,45.53525,-73.57276,29,2
Le Plateau-Mont-Royal,45.5094,-73.57446,35,8
Le Plateau-Mont-Royal,45.53903,-73.56811,27,4
Le Plateau-Mont-Royal,45.52809,-73.58118,300,4
Ville-Marie,45.52795,-73.54861,117,2
Le Plateau-Mont-Royal,45.52189,-73.59986,252,2
Le Plateau-Mont-Royal,45.52395,-73.58297,50,2
Ville-Marie,45.50124,-73.55444,167,3
Le Sud-Ouest,45.48422,-73.58206,37,1
Ville-Marie,45.51187,-73.56157,75,1
Saint-Laurent,45.52837,-73.67149,29,1
Le Plateau-Mont-Royal,45.5176,-73.5716,130,3
Le Plateau-Mont-Royal,45.52013,-73.56756,25,2
Rosemont-La Petite-Patrie,45.5481,-73.59772,70,3
Rosemont-La Petite-Patrie,45.54318,-73.5874,40,1
Mercier-Hochelaga-Maisonneuve,45.55163,-73.55108,24,10
Rosemont-La Petite-Patrie,45.53515,-73.6085,22,2
Mercier-Hochelaga-Maisonneuve,45.54774,-73.54315,99,2
Le Plateau-Mont-Royal,45.52064,-73.58896,35,1
Ville-Marie,45.51475,-73.56522,37,3
Anjou,45.60899,-73.54399,81,1
Ville-Marie,45.527405,-73.555695,81,2
Le Plateau-Mont-Royal,45.50936,-73.57757,70,2
Anjou,45.60671,-73.54231,40,1
Outremont,45.52163,-73.61056,150,6
Rosemont-La Petite-Patrie,45.54854,-73.59462,140,5
Anjou,45.6067,-73.54223,90,1
Ville-Marie,45.49673,-73.57678,105,2
Le Plateau-Mont-Royal,45.50835,-73.57622,30,7
Rosemont-La Petite-Patrie,45.54745,-73.57597,73,2
Le Plateau-Mont-Royal,45.53694,-73.57344,30,2
Le Plateau-Mont-Royal,45.52821,-73.5787,69,4
Saint-Laurent,45.52785,-73.6943,36,4
Le Plateau-Mont-Royal,45.51297,-73.57584,160,1
Ville-Marie,45.49091,-73.58108,35,2
Le Plateau-Mont-Royal,45.51006,-73.57732,50,1
Ville-Marie,45.52804,-73.55919,20,1
Ville-Marie,45.49343,-73.58209,70,3
Villeray-Saint-Michel-Parc-Extension,45.5495,-73.60758,100,1
Le Plateau-Mont-Royal,45.52212,-73.5685,40,2
Le Plateau-Mont-Royal,45.52279,-73.57979,140,6
Le Sud-Ouest,45.47744,-73.57983,30,1
Ville-Marie,45.51375,-73.55416,80,1
Saint-Laurent,45.51581,-73.68803,103,1
Le Plateau-Mont-Royal,45.51697,-73.57513,84,1
Le Plateau-Mont-Royal,45.53637,-73.58306,22,2
Ville-Marie,45.51119,-73.56124,81,1
Villeray-Saint-Michel-Parc-Extension,45.55464,-73.59934,38,2
Rosemont-La Petite-Patrie,45.5293,-73.60516,99,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49204,-73.62884,15,1
Le Plateau-Mont-Royal,45.53521,-73.5714,50,2
Villeray-Saint-Michel-Parc-Extension,45.5407,-73.61513,35,2
Le Plateau-Mont-Royal,45.52989,-73.56686,39,3
Westmount,45.47729,-73.60137,45,2
Le Plateau-Mont-Royal,45.53046,-73.5799,95,3
Le Plateau-Mont-Royal,45.52426,-73.60348,40,4
Ville-Marie,45.49265,-73.58827,45,2
Mercier-Hochelaga-Maisonneuve,45.54456,-73.55277,69,2
Le Plateau-Mont-Royal,45.53782,-73.57979,98,3
Villeray-Saint-Michel-Parc-Extension,45.53904,-73.61705,45,3
Villeray-Saint-Michel-Parc-Extension,45.53256,-73.6313,35,1
Le Plateau-Mont-Royal,45.53792,-73.57741,50,1
Mercier-Hochelaga-Maisonneuve,45.55686,-73.53449,50,1
Ville-Marie,45.50887,-73.56159,89,1
Le Plateau-Mont-Royal,45.52822,-73.59291,89,4
Ville-Marie,45.49628,-73.58011,89,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50569,-73.6235,29,14
Le Plateau-Mont-Royal,45.52025,-73.59005,65,4
Dorval,45.44461,-73.72466,80,1
Le Plateau-Mont-Royal,45.50772,-73.57387,75,2
Le Plateau-Mont-Royal,45.51367,-73.57175,70,1
Le Plateau-Mont-Royal,45.52113,-73.59303,25,1
Rosemont-La Petite-Patrie,45.54543,-73.57648,75,3
Saint-Laurent,45.51576,-73.7059,146,2
Verdun,45.45298,-73.54562,70,2
Mercier-Hochelaga-Maisonneuve,45.53997,-73.54936,98,1
Le Sud-Ouest,45.47454,-73.5857,100,2
Villeray-Saint-Michel-Parc-Extension,45.5398,-73.62292,50,3
Villeray-Saint-Michel-Parc-Extension,45.53914,-73.62075,65,2
Mercier-Hochelaga-Maisonneuve,45.55709,-73.53118,42,1
Rosemont-La Petite-Patrie,45.53358,-73.60411,30,7
Ville-Marie,45.50099,-73.56749,400,1
Le Plateau-Mont-Royal,45.51501,-73.57505,41,3
Ville-Marie,45.51441,-73.56389,105,1
Le Plateau-Mont-Royal,45.5359,-73.58385,30,5
Le Plateau-Mont-Royal,45.52205657958984,-73.59027099609375,300,5
Ville-Marie,45.53282,-73.55371,65,1
Mercier-Hochelaga-Maisonneuve,45.55419,-73.55314,39,2
Le Plateau-Mont-Royal,45.51896,-73.57045,198,2
Ville-Marie,45.53829,-73.55431,102,3
Mercier-Hochelaga-Maisonneuve,45.5407,-73.55019,79,3
Ahuntsic-Cartierville,45.52444,-73.7061,32,1
Le Plateau-Mont-Royal,45.5294,-73.58846,49,1
Le Plateau-Mont-Royal,45.51827,-73.57107,52,2
Le Plateau-Mont-Royal,45.51433,-73.57055,70,1
Villeray-Saint-Michel-Parc-Extension,45.53659,-73.61702,155,3
Ville-Marie,45.51581,-73.56661,20,1
Mercier-Hochelaga-Maisonneuve,45.5399,-73.54226,20,2
Le Sud-Ouest,45.47665,-73.59202,41,2
Le Plateau-Mont-Royal,45.51023,-73.57785,50,1
Le Plateau-Mont-Royal,45.51645,-73.57072,20,7
Ville-Marie,45.49313,-73.5825,115,5
Le Plateau-Mont-Royal,45.53709,-73.57442,30,3
Le Plateau-Mont-Royal,45.52059,-73.58662,40,3
Le Plateau-Mont-Royal,45.50662,-73.57407,64,2
Mercier-Hochelaga-Maisonneuve,45.55127,-73.54762,45,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48457,-73.61884,203,4
Rosemont-La Petite-Patrie,45.53747,-73.61354,120,7
Le Plateau-Mont-Royal,45.52011,-73.58187,30,2
Ville-Marie,45.51223,-73.56161,55,1
Anjou,45.59779,-73.55602,35,1
Ville-Marie,45.50102,-73.57778,75,8
Verdun,45.44547,-73.5765,55,5
Outremont,45.51876,-73.61732,24,6
Westmount,45.49398,-73.60719,30,2
Ville-Marie,45.51899,-73.55465,50,1
Verdun,45.45493,-73.5471,80,1
Ville-Marie,45.51413,-73.56273,65,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49581,-73.61301,56,3
Ville-Marie,45.50287,-73.57821,200,4
Ville-Marie,45.51046,-73.5702,100,2
Le Plateau-Mont-Royal,45.52391,-73.60518,120,2
Le Sud-Ouest,45.47852,-73.56837,350,1
Le Plateau-Mont-Royal,45.5106,-73.57631,40,3
Ville-Marie,45.50726,-73.57146,49,2
Westmount,45.484,-73.58295,27,2
Ville-Marie,45.52048,-73.55215,62,4
Le Plateau-Mont-Royal,45.50814,-73.57506,35,2
Le Plateau-Mont-Royal,45.51793,-73.57736,75,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49547,-73.60922,37,2
Rosemont-La Petite-Patrie,45.55183,-73.59407,94,7
Ville-Marie,45.50097,-73.56691,60,1
Le Plateau-Mont-Royal,45.53005,-73.57897,40,2
Le Plateau-Mont-Royal,45.5092,-73.57554,99,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48307,-73.62835,186,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47531,-73.61399,30,1
Le Plateau-Mont-Royal,45.51983,-73.57826,18,1
Ville-Marie,45.52562,-73.55467,99,2
Rosemont-La Petite-Patrie,45.5322,-73.60708,35,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47021,-73.60952,125,1
Mercier-Hochelaga-Maisonneuve,45.55578,-73.52932,40,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47814,-73.62867,45,10
Verdun,45.45342,-73.5504,60,1
Rosemont-La Petite-Patrie,45.54234,-73.60645,41,1
Mercier-Hochelaga-Maisonneuve,45.55925,-73.54655,30,1
Verdun,45.44623,-73.57378,150,7
Ville-Marie,45.50341,-73.55611,400,1
Ville-Marie,45.52849,-73.54924,35,7
Ville-Marie,45.52221,-73.55956,79,2
Rosemont-La Petite-Patrie,45.5479,-73.59125,30,6
Saint-Laurent,45.50525,-73.67537,95,7
Ville-Marie,45.51156,-73.56618,68,1
Le Plateau-Mont-Royal,45.52847,-73.57646,50,1
Saint-Laurent,45.49895,-73.68904,70,3
Le Plateau-Mont-Royal,45.52157,-73.56828,93,10
Le Plateau-Mont-Royal,45.51096,-73.57537,25,1
Le Plateau-Mont-Royal,45.528965,-73.578972,95,2
Le Plateau-Mont-Royal,45.53156,-73.5784,129,2
Beaconsfield,45.43849,-73.8595,89,5
Ville-Marie,45.50476,-73.5538,132,1
Le Plateau-Mont-Royal,45.51748,-73.57166,43,2
Le Plateau-Mont-Royal,45.52161,-73.59222,150,2
Mercier-Hochelaga-Maisonneuve,45.55528,-73.5406,127,1
Mercier-Hochelaga-Maisonneuve,45.55722,-73.53078,60,3
Le Plateau-Mont-Royal,45.51923,-73.58991,150,14
Ville-Marie,45.52444,-73.5619,25,5
Villeray-Saint-Michel-Parc-Extension,45.53888,-73.61916,55,5
Le Plateau-Mont-Royal,45.53362,-73.58447,375,2
Lachine,45.43751,-73.66919,25,1
Côte-Saint-Luc,45.46557,-73.66345,154,3
Le Plateau-Mont-Royal,45.52593,-73.6057,25,1
Rosemont-La Petite-Patrie,45.55335,-73.56527,100,3
Rosemont-La Petite-Patrie,45.53385,-73.5931,26,1
Outremont,45.52114,-73.60242,75,1
Le Plateau-Mont-Royal,45.52364,-73.57733,119,14
Le Sud-Ouest,45.47382,-73.58743,50,2
Ahuntsic-Cartierville,45.57476,-73.65828,25,1
Le Plateau-Mont-Royal,45.52113,-73.59676,95,2
Verdun,45.45158,-73.57311,80,1
Ville-Marie,45.49421,-73.58368,41,1
Ville-Marie,45.50054,-73.58042,55,1
Anjou,45.6043,-73.578,45,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49485,-73.61079,80,2
Ville-Marie,45.52747,-73.55996,75,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48936,-73.62441,20,1
Mercier-Hochelaga-Maisonneuve,45.54297,-73.55412,24,1
Mont-Royal,45.51773,-73.65581,105,2
Mercier-Hochelaga-Maisonneuve,45.54176,-73.53992,96,1
Le Plateau-Mont-Royal,45.50689,-73.57661,35,1
Le Sud-Ouest,45.45114,-73.59029,21,2
Ahuntsic-Cartierville,45.55658,-73.65375,65,2
Dorval,45.44068,-73.71999,195,7
Ville-Marie,45.52842,-73.54946,145,7
Rosemont-La Petite-Patrie,45.55554,-73.57202,37,1
Le Plateau-Mont-Royal,45.52758,-73.57812,126,2
Villeray-Saint-Michel-Parc-Extension,45.55052,-73.60489,28,2
Ville-Marie,45.49752,-73.58163,150,10
Rosemont-La Petite-Patrie,45.53939,-73.59067,118,1
Le Plateau-Mont-Royal,45.53578,-73.58453,90,2
Le Plateau-Mont-Royal,45.51901,-73.57221,406,1
Le Plateau-Mont-Royal,45.52656,-73.60767,125,2
Rosemont-La Petite-Patrie,45.53751,-73.60269,30,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50258,-73.63068,50,1
Le Sud-Ouest,45.44905,-73.59897,47,3
Mercier-Hochelaga-Maisonneuve,45.61166,-73.52012,157,2
Ville-Marie,45.51479,-73.56141,75,1
Verdun,45.44602,-73.58135,20,1
Rosemont-La Petite-Patrie,45.55243,-73.57708,400,3
Le Sud-Ouest,45.48623,-73.57622,31,14
Le Plateau-Mont-Royal,45.51788,-73.57007,40,4
Ville-Marie,45.50089,-73.56656,99,1
Villeray-Saint-Michel-Parc-Extension,45.56477,-73.58853,32,1
Ville-Marie,45.51614,-73.56525,200,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50985,-73.62823,25,4
Rosemont-La Petite-Patrie,45.5375,-73.61482,75,5
Mercier-Hochelaga-Maisonneuve,45.54133,-73.55432,250,5
Le Plateau-Mont-Royal,45.51433,-73.57053,117,2
Rosemont-La Petite-Patrie,45.53165,-73.61819,100,4
Le Sud-Ouest,45.47119,-73.59154,109,2
Le Plateau-Mont-Royal,45.51735,-73.58302,33,2
Le Plateau-Mont-Royal,45.53553,-73.56263,115,2
LaSalle,45.44722,-73.60833,160,2
Le Plateau-Mont-Royal,45.53729,-73.57792,35,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.466045,-73.627876,498,7
Saint-Léonard,45.574,-73.58468,95,1
Ville-Marie,45.52299,-73.55285,25,1
Rosemont-La Petite-Patrie,45.56406,-73.5796,89,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47639,-73.60764,45,1
Ville-Marie,45.51277,-73.55636,119,3
Rosemont-La Petite-Patrie,45.5558,-73.56123,16,5
Le Sud-Ouest,45.47511,-73.59323,59,1
Ahuntsic-Cartierville,45.56718,-73.65298,48,14
Rosemont-La Petite-Patrie,45.54263,-73.60024,70,2
Montréal-Nord,45.61886,-73.62224,14,7
Le Plateau-Mont-Royal,45.5171,-73.59178,120,1
Ville-Marie,45.5045,-73.56285,85,3
