id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32548248,Appartement très cozy !,42383297,Lilia,,Ville-Marie,45.50365,-73.5593,Entire home/apt,220,2,4,2019-06-09,0.09,2,0,0,
32989640,Cozy bedroom in MileEnd ready to Work from Home,61453876,Sona,,Le Plateau-Mont-Royal,45.52655,-73.60957,Private room,45,1,15,2021-11-02,0.41,1,0,0,
33014258,"*****SUPER CLEAN, GREAT LOCATION, FREE PARKING****",31309796,Regi,,Lachine,45.4384,-73.67064,Entire home/apt,29,1,268,2022-12-12,5.86,15,31,88,
32872319,Nice room with private bathroom - downtown Mtl,175068062,Mycorporatehome,,Ville-Marie,45.50761,-73.56993,Private room,60,2,122,2022-11-28,2.66,2,100,39,
32874087,"#233 Cozy, Tastefully Furnished APT in Downtown Montreal",195649860,Claude,,Le Sud-Ouest,45.46025,-73.59773,Entire home/apt,70,1,3,2022-03-15,0.17,66,318,1,
32549144,Spacious 2 Bedroom Condo in Little Italy,487327,Louis,,Rosemont-La Petite-Patrie,45.5299,-73.60897,Entire home/apt,94,3,116,2022-11-27,2.56,61,335,48,
32874115,"#352 Bright, Modern  & Updated Studio in Plateau Mont-Royal",195649860,Claude,,Le Plateau-Mont-Royal,45.50697,-73.57331,Entire home/apt,59,1,0,,,66,229,0,
32874120,"#348 Stunning, Tastefully Furnished APT in Downtown East",195649860,Claude,,Mercier-Hochelaga-Maisonneuve,45.54502,-73.54324,Entire home/apt,50,1,3,2022-03-07,0.07,66,318,1,
32874147,"#194 Cozy, Warm APT in Rosemont",195649860,Claude,,Rosemont-La Petite-Patrie,45.54084,-73.60487,Entire home/apt,55,1,4,2022-10-29,0.23,66,318,2,
32874152,"#139 Sleek, Modern APT in Old Montreal with a Breathtaking View",195649860,Claude,,Ville-Marie,45.51234,-73.54976,Entire home/apt,112,30,0,,,66,358,0,
32874166,"#463 Modern, Open-Concept APT in Plateau Mont-Royal",195649860,Claude,,Le Plateau-Mont-Royal,45.52264,-73.58238,Entire home/apt,89,1,0,,,66,168,0,
32874190,"#165 Modern, Comfortable & Access to Terrace",195649860,Claude,,Ville-Marie,45.51158,-73.56586,Entire home/apt,70,1,0,,,66,305,0,
33039091,Grand appartement au coeur du Mile End,181659333,Robin,,Le Plateau-Mont-Royal,45.52111,-73.60018,Private room,30,5,1,2019-08-24,0.02,1,0,0,
32549253,Bright Studio Loft in the Heart of the Plateau,13282475,Vina,,Le Plateau-Mont-Royal,45.52143,-73.57794,Entire home/apt,88,7,6,2022-09-12,0.15,1,354,3,
33070780,Modern Zen Comfort in the Heart of Montreal,51667723,Donna,,Le Plateau-Mont-Royal,45.51347,-73.57196,Entire home/apt,65,31,116,2022-09-28,2.68,1,102,32,
32551480,Séjour en plein coeur du Plateau - Montréal,89331031,Raphaelle,,Le Plateau-Mont-Royal,45.525505,-73.58416,Entire home/apt,120,2,38,2022-09-29,0.86,1,0,16,
32874205,#224 Stunning Modern APT in Downtown East,195649860,Claude,,Ville-Marie,45.51961,-73.56462,Entire home/apt,75,1,0,,,66,349,0,
32551552,Incredible Penthouse with Panoramic View,20450025,Chris,,Saint-Laurent,45.52294,-73.70766,Entire home/apt,106,31,6,2021-03-31,0.14,2,362,0,
32874208,"#349 Beautiful, Bright Open Concept APT in Plateau Mont-Royal",195649860,Claude,,Le Plateau-Mont-Royal,45.52026,-73.58755,Entire home/apt,67,1,0,,,66,76,0,
33071355,"Wonderful terrasse !
Plateau Mont-Royal",248333701,Meriem,,Le Plateau-Mont-Royal,45.52396,-73.57473,Entire home/apt,60,5,14,2019-08-26,0.32,1,0,0,
32584895,Magnifique appartement en plein cœur du village !,28230728,Alex,,Ville-Marie,45.52106,-73.5554,Entire home/apt,80,3,5,2019-10-25,0.11,1,0,0,
33075180,1 Bedroom Exalt Griffintown all-included Condo,26752246,Caio,,Le Sud-Ouest,45.49264,-73.55781,Entire home/apt,60,30,1,2019-10-12,0.03,3,226,0,6373826262
32874213,#164 Beautiful Natural Light Open Concept Apt,195649860,Claude,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50226,-73.63117,Entire home/apt,65,1,0,,,66,168,0,
32874217,"#311 Bright, Spacious with Balcony in Verdun",195649860,Claude,,Verdun,45.45755,-73.56894,Entire home/apt,98,1,0,,,66,168,0,
32591047,Nice and cozy appartement in downtown of montréal,244953143,Yosra,,Ville-Marie,45.49795,-73.58223,Entire home/apt,69,14,6,2019-08-27,0.13,1,0,0,
32874261,#323 Stellar Modern APT Downtown Montreal,195649860,Claude,,Le Sud-Ouest,45.47562,-73.58672,Entire home/apt,60,1,0,,,66,340,0,
33087563,Cosy and quiet apartment Downtown Montreal,44440989,Hyacinthe,,Ville-Marie,45.51062,-73.56122,Entire home/apt,105,5,3,2019-09-08,0.07,1,0,0,
33093121,Large two bedrooms in the Mile End,680577,Violaine,,Outremont,45.51762,-73.59682,Entire home/apt,120,4,2,2019-09-16,0.05,1,0,0,
32592735,L'ensoleillée,244971262,Liticia,,Mercier-Hochelaga-Maisonneuve,45.61093,-73.54173,Private room,25,1,29,2019-11-25,0.63,1,0,0,
33112519,"Beautifully renovated, bright apt in Rosemont",20696202,Isabelle,,Rosemont-La Petite-Patrie,45.57208,-73.57611,Entire home/apt,82,40,60,2022-08-01,1.33,1,1,2,
33113805,如意、如家,249120842,Junhua,,Westmount,45.48048,-73.60649,Entire home/apt,80,1,61,2019-09-22,1.36,2,0,0,
32874281,"#391 Large, Modern APT in Notre-Dame de Grace",195649860,Claude,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46571,-73.61989,Entire home/apt,135,1,0,,,66,318,0,
32874334,#127 Modern-Traditional Fusion with a Great View in Montreal,195649860,Claude,,Ville-Marie,45.49292,-73.57425,Entire home/apt,55,1,1,2019-07-31,0.02,66,138,0,
32609856,Montréal en été ? Une atmosphère inégalée !,13425216,Simon,,Villeray-Saint-Michel-Parc-Extension,45.55656,-73.60709,Entire home/apt,180,3,0,,,1,0,0,
32874335,#102 Warm & Tastefully Furnished - Great Location,195649860,Claude,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48793,-73.62851,Entire home/apt,50,1,1,2022-10-02,0.40,66,362,1,
33132460,Spare room in the heart of multi-cultural Parc Ex,246798217,Mohamad,,Villeray-Saint-Michel-Parc-Extension,45.53177,-73.62662,Private room,31,1,21,2019-10-30,0.46,1,0,0,
32612843,Appartement au coeur du Plateau Mont-Royal/MileEnd,14277265,Thierry,,Le Plateau-Mont-Royal,45.52674,-73.59498,Entire home/apt,70,12,2,2019-08-19,0.05,1,2,0,
33132988,Loft Centre-ville Montréal 5 min du metro,249439274,Caroline,,Ville-Marie,45.51691,-73.56348,Entire home/apt,120,1,19,2019-08-17,0.42,1,0,0,
33138355,Sunny and Intimate Plateau Apartment,139136946,Zachary,,Le Plateau-Mont-Royal,45.52604,-73.5863,Entire home/apt,83,1,44,2020-03-05,1.02,1,0,0,
32874371,"#112 Homey, Fully Furnished APT in Mercier Hochelaga-Maisonneuve",195649860,Claude,,Mercier-Hochelaga-Maisonneuve,45.55247,-73.53532,Entire home/apt,66,1,0,,,66,349,0,
32874377,"#118 Lovely, Picturesque APT in Rosemont",195649860,Claude,,Rosemont-La Petite-Patrie,45.53294,-73.60043,Entire home/apt,110,1,0,,,66,34,0,
32639690,Spacious & Sunny Condo in Downtown Montréal,196036285,Laura,,Ville-Marie,45.49861,-73.58525,Entire home/apt,89,2,40,2020-01-26,0.87,1,0,0,
32874393,#174 Updated Roomy Pet Friendly Apt,195649860,Claude,,Verdun,45.45067,-73.58187,Entire home/apt,73,1,0,,,66,318,0,
32874403,#253 Cozy Apt with 2 balconies in Rosemont,195649860,Claude,,Rosemont-La Petite-Patrie,45.54672,-73.57827,Entire home/apt,53,1,1,2022-06-05,0.15,66,249,1,
33139628,Cozy+Roomy 2 Bdm apartment near Little Burgundy,139643673,Lorea,,Le Sud-Ouest,45.48235,-73.58377,Entire home/apt,72,32,6,2022-06-21,0.15,1,349,2,
32653949,Modern Condo / Condo moderne,133297076,Fred,,Ville-Marie,45.52865,-73.5548,Entire home/apt,45,2,6,2022-08-21,0.15,2,0,3,
32668763,**Perfect Place GRAND-PRIX F1 - FreeParking-BBQ**,226134599,Tibo,,Rosemont-La Petite-Patrie,45.55176,-73.55644,Entire home/apt,949,2,0,,,4,0,0,
33139801,Light and Bright: Spacious Plateau Apartment,110202600,Nicolette,,Le Plateau-Mont-Royal,45.53662,-73.58629,Shared room,60,30,5,2019-08-26,0.12,1,0,0,
32874415,#142 Warm and Bright Apartment in Plateau Mont-Royal,195649860,Claude,,Le Plateau-Mont-Royal,45.5273,-73.58294,Entire home/apt,120,1,1,2021-10-01,0.07,66,350,0,
32673503,3分钟走到市中心concordia地铁站 超美风景卧室 限女生,224409089,Zhou,,Ville-Marie,45.49161,-73.5781,Private room,40,2,0,,,1,0,0,
33140081,★Hidden Gem❤️SPACIOUS★BRIGHT★MODERN condo★byMETRO★,17171774,Alex,,Verdun,45.46143,-73.57603,Entire home/apt,206,1,24,2019-10-14,0.53,2,0,0,
32686552,chic old montreal loft,11246657,Randy,,Ville-Marie,45.50072,-73.55783,Entire home/apt,64,30,0,,,1,180,0,
33141639,Chambre pied à terre pour travailleur de banlieue,147526746,Louise,,Ville-Marie,45.52072,-73.56141,Private room,25,4,0,,,1,0,0,
32874426,"#290 Bright, Spacious and Modern APT in Downtown West",195649860,Claude,,Ville-Marie,45.49495,-73.56972,Entire home/apt,94,1,0,,,66,346,0,
33542818,Perfect apartment - Plateau MontRoyal,175068062,Mycorporatehome,,Le Plateau-Mont-Royal,45.51747,-73.57282,Entire home/apt,80,30,5,2022-11-21,0.12,2,161,3,
32874428,"#302 Modern, Tastefully Furnished APT in Villeray Park EXT",195649860,Claude,,Villeray-Saint-Michel-Parc-Extension,45.55128,-73.6016,Entire home/apt,127,1,0,,,66,137,0,
32874431,#158 Renovated & Tastefully Furnished Apartment in Old Montréal,195649860,Claude,,Ville-Marie,45.5042,-73.55925,Entire home/apt,175,1,1,2021-10-31,0.07,66,290,0,
33547626,Peaceful 1bdrm Apartment,201406114,Melissa,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46381,-73.63761,Entire home/apt,63,1,8,2019-07-02,0.18,1,0,0,
33149829,Appartement chaleureux au coeur de Saint-Henri,7302720,Stacy,,Le Sud-Ouest,45.47596,-73.59167,Entire home/apt,80,4,8,2019-10-21,0.18,1,0,0,
33555273,Upper Duplex Located In Great Neighborhood,252841170,Barbara,,Lachine,45.44324,-73.67908,Entire home/apt,94,32,45,2022-07-19,1.02,1,250,2,
33150625,West Island cozy space,182459407,Dara,,Pierrefonds-Roxboro,45.50051,-73.77622,Private room,35,1,18,2020-04-25,0.40,1,33,0,
33161780,Comfortable C,99803770,Hui,,Ville-Marie,45.53133,-73.55231,Private room,59,1,70,2022-12-11,1.54,9,83,27,
32882223,MODERN APARTMENT WITH A LARGE TERRACE - NEAR MONT ROYAL,247381701,Ziad,,Rosemont-La Petite-Patrie,45.53933,-73.60429,Entire home/apt,500,31,57,2022-11-04,1.28,1,0,2,
32887307,Comfortable Room in the Heart of Downtown Montreal,156274153,Victoria,,Ville-Marie,45.49794,-73.57821,Private room,35,1,3,2019-04-29,0.07,1,0,0,
33559664,Little Love loft.,212683709,Richard,,Ville-Marie,45.52688,-73.55927,Entire home/apt,116,2,35,2021-08-16,0.80,1,0,0,
32888313,Perfect for Two in the Plateau,247429296,Maude,,Le Plateau-Mont-Royal,45.53683,-73.58387,Entire home/apt,129,2,15,2020-09-26,0.37,1,0,0,
33560874,Grande chambre au coeur du mile end,1245008,Rose,,Le Plateau-Mont-Royal,45.52243,-73.59692,Private room,40,2,4,2019-07-29,0.09,1,0,0,
33162878,Charming D,99803770,Hui,,Ville-Marie,45.53179,-73.55403,Private room,59,1,47,2022-10-09,1.03,9,59,24,
33584024,Dorchester Apartments,227159514,Thomas,,Ville-Marie,45.49426,-73.57578,Entire home/apt,65,30,2,2022-08-24,0.05,2,328,1,
33182360,"Luxurious apt ,free 🅿 10 min to DT*RENOVATED*6 bdr",57185344,Patrick,,Le Sud-Ouest,45.47327,-73.56219,Entire home/apt,382,3,114,2022-11-27,2.62,7,11,30,
32889322,West Side apartment,247436886,Naqi,,Ville-Marie,45.50078,-73.5819,Private room,76,2,0,,,1,0,0,
33584920,"Bright loft with balcony, near Downtown",194328334,Denyse,,Ville-Marie,45.51687,-73.56461,Entire home/apt,67,1,21,2020-11-02,0.47,6,0,0,
32900498,Charming Condo in the Heart of Downtown Montreal,247524877,Sandy,,Ville-Marie,45.52941,-73.56311,Entire home/apt,230,30,71,2020-12-30,1.56,2,0,0,
33182754,Le Moderne New Renovated Studio Downtown Plateau,11943082,We Rent For You,,Le Plateau-Mont-Royal,45.51306,-73.57254,Entire home/apt,149,30,1,2020-02-17,0.03,16,109,0,
33183933,Le Chic New Renovated Studio Downtown Plateau,11943082,We Rent For You,,Le Plateau-Mont-Royal,45.51463,-73.57233,Entire home/apt,149,30,7,2022-08-21,0.20,16,7,6,
33588622,"grand appartement, belle cour, quartier Rosemont",16778100,Julie,,Rosemont-La Petite-Patrie,45.54742,-73.59933,Entire home/apt,150,7,1,2019-08-12,0.02,1,0,0,
33184953,NEW! Spacious 1BRM in Trendy Verdun- Near Downtown,249836750,Will,,Verdun,45.46881,-73.56582,Entire home/apt,40,2,31,2019-10-01,0.69,1,0,0,
33192374,★Hidden Gem★Room @CHARMING❤️MODERN condo★by METRO★,17171774,Alex,,Verdun,45.46075,-73.57398,Private room,51,1,2,2019-04-25,0.04,2,0,0,
32922569,Cozy weekend getaway! Come stay here.,247706458,James,,Mercier-Hochelaga-Maisonneuve,45.55722,-73.52979,Entire home/apt,100,2,0,,,1,0,0,
33589481,Bright & Comfy Studio in DOWNTOWN Mtl near McGill,253109756,Josh,,Le Plateau-Mont-Royal,45.50582,-73.57449,Entire home/apt,88,5,62,2020-03-15,1.38,2,0,0,
32933160,No longer available,164923431,Mandy,,Le Plateau-Mont-Royal,45.51026,-73.57674,Entire home/apt,79,2,28,2020-09-07,0.63,7,0,0,
32940380,Beautiful Historical Home in Downtown Montreal,247864716,Vanessa,,Westmount,45.48885,-73.58827,Entire home/apt,907,3,24,2022-09-25,0.58,1,154,15,305414
33604075,unique studio 550pc en mode convertible,253215529,Mathieu,,Ville-Marie,45.53519,-73.5527,Entire home/apt,110,7,4,2019-08-17,0.09,1,156,0,
32941167,Breathtaking 4 bedroom Loft in Old Montréal,223679880,Kasba,,Ville-Marie,45.50552,-73.55561,Entire home/apt,531,2,109,2022-12-03,2.43,61,83,35,296120
33192789,Modern&New Condo in Downtown | Bell Centre | NCG❤️,147940709,Jillian,,Le Sud-Ouest,45.49415,-73.55715,Entire home/apt,80,17,68,2020-01-14,1.52,1,0,0,
33197726,The 1924 Grand Haven Retreat 2000 SF,249952689,Huguette,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46772,-73.61561,Entire home/apt,590,8,26,2022-09-11,0.58,2,329,5,
33607719,Triple studio with kitchenette - shared bathroom,253248954,Auberge,,Le Plateau-Mont-Royal,45.51515,-73.56964,Private room,205,1,8,2022-03-14,0.29,9,345,1,
33612621,Cozy Studio in the heart of Downtown Montreal,253295903,Jay,,Ville-Marie,45.50436,-73.57544,Entire home/apt,88,5,71,2020-03-30,1.58,1,0,0,
33215193,A Must Stay! Un Bijou! Bienvenidos!,18795904,Hemen,,Saint-Laurent,45.50995,-73.67199,Entire home/apt,119,3,14,2022-12-05,0.32,1,149,4,304852
33615703,♥Comfort Stay♥ Olympic Stadium & Botanical Garden,174115409,Miguel,,Mercier-Hochelaga-Maisonneuve,45.55279,-73.54035,Private room,92,2,22,2022-10-29,0.50,9,336,9,300817
33218376,"Monkland village sparkling suite, private entrance",154967308,Katherine,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.469,-73.62548,Entire home/apt,163,3,90,2022-11-27,1.99,1,62,27,302243
33219917,Large home for families in Montreal,5238854,Marie-Claude,,Rosemont-La Petite-Patrie,45.54987,-73.58046,Entire home/apt,129,2,1,2019-08-05,0.02,1,0,0,
33224862,CHARMING AND COZY 3BDR ❤️ in McGill DISTRICT,59391564,Larry,,Le Plateau-Mont-Royal,45.50784,-73.57779,Entire home/apt,112,2,14,2019-08-12,0.32,3,0,0,
32950526,Downtown,157830712,Alexandra,,Le Plateau-Mont-Royal,45.50682,-73.57293,Entire home/apt,305,1,0,,,1,179,0,
32959841,Private bedroom,93938620,Bilal,,Saint-Laurent,45.51834,-73.68237,Private room,100,3,1,2020-09-29,0.04,1,0,0,
32961768,Grand appartement bien situé,8860051,Marjolaine,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50846,-73.61425,Entire home/apt,50,10,2,2019-05-30,0.05,1,0,0,
33618283,Modern Condo in the Heart of Downtown Montreal,247524877,Sandy,,Le Plateau-Mont-Royal,45.52931,-73.5638,Entire home/apt,219,28,44,2020-12-27,0.98,2,0,0,
33225522,Fantastic space in the heart of Plateau-Mont-Royal,27437211,Erwan,,Le Plateau-Mont-Royal,45.51473,-73.5774,Entire home/apt,316,2,10,2022-08-28,0.24,2,0,6,307575
33619957,[Business Ready]Loft★ Contemporary & Gorgeous! ★,66340481,Daniel,,Rosemont-La Petite-Patrie,45.53773,-73.60438,Entire home/apt,84,1,7,2022-08-22,0.16,40,72,2,
33971810,Welcome,248753159,Louay,,Le Plateau-Mont-Royal,45.51067,-73.57154,Entire home/apt,100,1,1,2019-06-11,0.02,3,0,0,
33620535,Quiet room with a double bed close to downtown,81317261,Adrien,,Ville-Marie,45.52762,-73.55165,Private room,21,2,25,2019-09-30,0.56,1,0,0,
33249687,*Women* Cosy bedroom in the heart of the city,106860246,Gabrielle,,Ville-Marie,45.52485,-73.55767,Private room,55,3,3,2019-08-05,0.07,1,0,0,
33641849,Studio with a private entrance,109055913,Alireza,,Côte-Saint-Luc,45.46341,-73.657,Entire home/apt,42,2,51,2022-11-27,1.14,3,13,37,
33250594,SPACIOUS ENTIRE COZY 3BR ❤️ in McGill DISTRICT,59391564,Larry,,Le Plateau-Mont-Royal,45.50771,-73.57756,Entire home/apt,95,2,10,2019-08-19,0.23,3,0,0,
33992844,Loft Artiste walk to Old Montreal - Self Check In,243293977,Howard,,Ville-Marie,45.49828,-73.55727,Entire home/apt,202,3,182,2022-12-11,4.18,2,158,61,275785
33997699,Petite chambre cosy - lit double,255688289,Alicia,,Le Plateau-Mont-Royal,45.52886,-73.59337,Private room,28,4,2,2019-05-04,0.04,1,0,0,
33644417,"Luxurious apt ,free 🅿 10 min to DT. RENOVATED. 4BR",241726747,P,,Le Sud-Ouest,45.47456,-73.56212,Entire home/apt,107,110,48,2022-08-14,1.11,2,151,5,
34001348,Nice room near Olympic Stadium & Botanical garden,216970052,Esspey,,Mercier-Hochelaga-Maisonneuve,45.55272,-73.55414,Private room,29,2,43,2019-10-28,0.97,1,0,0,
33645327,Chambre privée en plein centre ville !,86098569,Méline,,Le Plateau-Mont-Royal,45.51309,-73.57062,Private room,30,1,2,2019-06-09,0.04,1,0,0,
33254153,2 bedrooms aptm in the heart of dwntwn + Nespresso,32086584,Ariel,,Ville-Marie,45.49905,-73.57726,Entire home/apt,75,1,117,2022-12-04,2.63,1,5,78,
33657983,Absolute Luxury in Old Montreal - interior parking,2676852,Luc,,Ville-Marie,45.5045,-73.55782,Entire home/apt,385,3,89,2022-12-12,2.04,5,191,43,304550
33268663,Renovated Studio 5 min. walk to train free parking,39982364,Daniela,,LaSalle,45.42745,-73.65933,Entire home/apt,45,7,11,2022-06-30,0.30,1,207,5,
33659529,Grand logement  1 chambre,253678176,Nabil,,Anjou,45.60677,-73.54559,Entire home/apt,55,30,4,2020-03-27,0.10,2,168,0,
33294718,Vos vacances à Montréal,142771763,Philippe,,Saint-Laurent,45.50662,-73.67466,Entire home/apt,200,5,2,2019-08-11,0.05,1,0,0,
33305124,"Loft 16 pieds de plafond, terrace and mezzanine !",28754730,Julie,,Mercier-Hochelaga-Maisonneuve,45.59536,-73.51469,Entire home/apt,59,33,8,2022-09-03,0.21,12,362,2,
34010704,Sunshine and bird,97850329,Wei,,Verdun,45.46754,-73.5408,Private room,65,1,7,2022-08-03,0.84,1,65,7,
34019405,Appartement luxueux et chaleureux,96967353,Audrey,,Mercier-Hochelaga-Maisonneuve,45.54591,-73.54855,Entire home/apt,44,14,2,2020-10-18,0.06,1,0,0,
34020789,Twin room with shared bathroom,253248954,Auberge,,Le Plateau-Mont-Royal,45.51504,-73.56977,Private room,151,1,0,,,9,350,0,
33661679,Downtown Montreal 1 bedroom apt  with WIFI,138868167,Robert,,Ville-Marie,45.49926,-73.58414,Entire home/apt,75,30,1,2019-06-24,0.02,1,0,0,
34020798,"Style condo (stationnement privé, gym et piscine)",41821685,Jules Bertrand,,Villeray-Saint-Michel-Parc-Extension,45.55007,-73.62772,Entire home/apt,75,1,2,2019-10-07,0.05,1,0,0,
33306222,Condo w/ Huge Private Terrace in NDG,236628475,Nicholas,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47064,-73.61312,Entire home/apt,100,5,2,2019-08-12,0.05,1,0,0,
33662116,Bright and nice private room !,159776983,Ally,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46622,-73.62329,Private room,32,1,4,2019-07-06,0.09,1,0,0,
34020878,Triple Private Ensuite,253248954,Auberge,,Le Plateau-Mont-Royal,45.51478,-73.57005,Hotel room,205,1,5,2022-05-30,0.12,9,348,2,
34021774,Modern Condo Apartment in Heart of Downtown,161567597,Ehsan,,Ville-Marie,45.49656,-73.57406,Entire home/apt,54,1,33,2019-08-30,0.75,1,0,0,
34022450,Maison Des Jumelles,207654990,Le,,Rosemont-La Petite-Patrie,45.55035,-73.56585,Private room,120,1,101,2020-10-15,2.32,2,0,0,
33662555,Arthaüs - Chic Euphoric Loft OLD MONTREAL,189519197,Nikki,,Ville-Marie,45.50171,-73.55772,Entire home/apt,96,32,84,2022-10-01,1.88,16,0,2,
34054988,Chambre près de l'aéroport,34424869,Charles,,Dorval,45.44484,-73.72105,Private room,1538,1,4,2019-05-12,0.09,1,0,0,
33311148,"Cozy, sunny apartment in amazing neighborhood",20178330,Michael,,Outremont,45.52239,-73.61193,Entire home/apt,90,5,1,2019-07-20,0.02,1,33,0,
33662997,Chambre en plein coeur du centre-ville Montréal,138853073,Margaux,,Le Plateau-Mont-Royal,45.51522,-73.57076,Private room,23,2,9,2019-06-03,0.20,1,0,0,
33314439,Sunny apartment with an amazing view,216650835,Ruchika,,Le Plateau-Mont-Royal,45.50692,-73.57647,Entire home/apt,46,1,2,2019-04-30,0.04,1,0,0,
34060975,"Appartement sur deux étages, Villeray, Montréal",209599275,Guillaume,,Villeray-Saint-Michel-Parc-Extension,45.54208,-73.62491,Entire home/apt,160,7,0,,,1,0,0,
33663655,"Big new bright room,4 mins to metro #1",253718528,Dominic,,Saint-Laurent,45.507684374273424,-73.67628939986616,Private room,44,32,111,2022-11-25,2.48,4,305,29,
34079137,Spacious&Sunny Apt close to DT MTL {Free Parking},7405545,EasyHousesCA,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49602,-73.60917,Entire home/apt,133,90,12,2020-01-29,0.27,3,90,0,
33315082,GOT Appartement,250953204,Ben,,Le Plateau-Mont-Royal,45.52931,-73.59013,Entire home/apt,70,1,7,2019-07-24,0.17,1,0,0,
33315111,COSY CONDO - In Plateau Mont-Royal,65833617,Ariane,,Le Plateau-Mont-Royal,45.53977,-73.57908,Entire home/apt,100,3,15,2022-03-26,1.03,1,0,7,
33663659,Huge bright room close to downtown,171419466,Jonathan,,Ville-Marie,45.528,-73.552,Private room,26,3,19,2019-10-01,0.43,1,0,0,
33315729,Montreal Le Plateau-Unique Apartment with Terrace,37348087,Mikaela,,Le Plateau-Mont-Royal,45.52624,-73.58626,Entire home/apt,109,1,84,2020-03-08,1.95,1,0,0,
34093022,Maison Des Jumelles 2,207654990,Le,,Rosemont-La Petite-Patrie,45.54839,-73.5674,Entire home/apt,100,1,15,2019-08-19,0.35,2,0,0,
33663810,"Charming, bright room in the heart of Mile-End",108462661,Sophia,,Outremont,45.52304,-73.60729,Private room,50,4,1,2019-10-01,0.03,1,0,0,
34097507,Authentic pied-à-terre in the Pointe,2339053,James,,Le Sud-Ouest,45.47873,-73.57155,Entire home/apt,99,32,7,2019-09-23,0.16,1,173,0,
33325740,Idyllic Suite Downtown,251044750,Azul,,Ville-Marie,45.49503,-73.57416,Entire home/apt,200,1,1,2019-09-18,0.03,1,0,0,
33664064,♦3 Room Stay by Olympic Stadium & Botanical Garden,174115409,Miguel,,Mercier-Hochelaga-Maisonneuve,45.55103,-73.54012,Private room,331,2,2,2020-08-09,0.05,9,282,0,
33681422,Studio apartment in the heart of everything,59529343,Esther,,Le Plateau-Mont-Royal,45.51125,-73.57387,Entire home/apt,50,1,9,2019-05-15,0.20,1,0,0,
33342946,Well-lit bedroom for two in Villeray,251175578,Céleste,,Villeray-Saint-Michel-Parc-Extension,45.54855,-73.61752,Private room,22,30,10,2019-06-25,0.22,1,0,0,
33345306,Vaste et chaleureux logement (plus de 31 jours),16189984,Marie-Eve,,Rosemont-La Petite-Patrie,45.5424,-73.58924,Entire home/apt,98,31,5,2020-01-01,0.12,2,365,0,
34108466,Maison St Marc 8BR Full Building - Downtown MTL,138835642,Al,,Ville-Marie,45.49426,-73.58225,Entire home/apt,2071,32,33,2022-10-21,0.77,2,307,8,
33689500,Studio,10836138,Amine,,Anjou,45.59508,-73.54902,Entire home/apt,50,90,4,2019-12-26,0.10,10,259,0,
34112904,Beautiful condo in popular plateau neighbourhood,136026266,Inga,,Le Plateau-Mont-Royal,45.51836,-73.57391,Entire home/apt,150,20,2,2019-08-13,0.05,1,0,0,
33346490,Quiet and cozy apartment in Plateau Mont-Royal,59401065,Shanelle,,Le Plateau-Mont-Royal,45.53603,-73.56399,Entire home/apt,35,30,5,2019-05-26,0.11,1,0,0,
33691378,A place to sleep,240290426,Herve,,Saint-Laurent,45.50665,-73.71521,Shared room,20,1,2,2019-05-24,0.05,1,0,0,
33347644,Chambre privée a 3 minutes du métro Parc!,250778509,Lea,,Villeray-Saint-Michel-Parc-Extension,45.53029,-73.62153,Private room,20,1,3,2019-04-19,0.07,1,0,0,
33365418,PRIVATE ROOM + GARDEN + BBQ,39434,Alexandre,,Mercier-Hochelaga-Maisonneuve,45.5453,-73.54895,Private room,59,1,1,2019-07-07,0.02,2,0,0,
33705138,Bright cozy room in well-located Verdun apartment,160169187,Brittany,,Verdun,45.45759,-73.57021,Private room,25,1,2,2019-06-09,0.05,1,0,0,
33367925,Quiet room in an energetic neighbourhood,246194185,Jian,,Mercier-Hochelaga-Maisonneuve,45.58778,-73.54005,Private room,25,32,6,2020-01-01,0.14,8,167,0,
34122930,Private&Renovated studio size apt-McGill downtown,227720892,Jayson,,Le Plateau-Mont-Royal,45.50575,-73.57322,Entire home/apt,66,110,19,2022-11-13,0.47,2,164,7,
33708362,Hôtel à la maison - Le Gaillard,28249488,Hôtel À La Maison,,Villeray-Saint-Michel-Parc-Extension,45.54689,-73.626213,Entire home/apt,104,2,68,2022-11-04,1.52,10,360,23,299626
34142105,Gingerbread Manor - Cartier - breakfast included,4847479,Ephraim,,Le Plateau-Mont-Royal,45.51576,-73.56921,Private room,175,1,1,2022-11-27,1,6,40,1,222528
33368020,Dtown Stylish Condo -Monthly Rental,111294431,Magdalina,,Ville-Marie,45.49684,-73.56996,Entire home/apt,65,32,5,2022-09-18,0.12,31,55,3,
