id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Lovely studio Quartier Latin,125031,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,147,2,396,2022-11-25,2.60,2,339,51,
29061,Maison historique - Quartier Latin,125031,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,278,3,111,2022-10-11,0.84,2,291,26,
34715,Chez Patrac ! Montreal - Métro Beaubien,149769,Alain,,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,160,14,9,2022-11-18,0.06,1,131,3,261 026
36301,Romantic & peaceful Plateau  loft,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,160,31,45,2022-08-22,0.49,6,295,3,
46626,Beautiful! Charming! Spacious! Rooms!,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47012,-73.60725,Private room,65,3,42,2022-10-22,0.30,2,361,18,305995
50479,L'Arcade Douce (CITQ #271530),231694,Noémie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,97,3,203,2022-12-09,1.37,1,28,44,271530
66247,Large Loft in Historic Old Montreal,318040,Seb,,Ville-Marie,45.50584,-73.55602,Entire home/apt,162,4,361,2022-12-04,2.48,9,57,72,
519108,Quartier Villeray Montréal,2553387,Andréanne,,Villeray-Saint-Michel-Parc-Extension,45.53689,-73.62379,Entire home/apt,85,31,32,2022-11-19,0.25,1,183,4,
66276,Comfy #Airbnb with WIFI,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4625,-73.62825,Entire home/apt,41,31,38,2015-11-15,0.26,2,289,0,
519733,Water view loft in Old Montreal,2555851,Monica,,Ville-Marie,45.5089,-73.5534,Entire home/apt,339,2,26,2018-03-11,0.21,1,0,0,
898804,3 1/2  + Hide-a-bed  in Plateau !!!,4797675,Marie-Hélène,,Le Plateau-Mont-Royal,45.53571,-73.56806,Entire home/apt,55,31,32,2022-11-06,0.27,2,147,6,
67514,Double Bed in Room with Skylight,333083,Dan,,Montréal-Ouest,45.45372,-73.6506,Private room,150,3,0,,,1,0,0,
903741,Deluxe Loft,4587187,Lofts Du Vieux-Port,,Ville-Marie,45.50519,-73.55422,Entire home/apt,234,2,4,2022-05-31,0.05,4,0,1,
521395,Montreal Village Downtown Quebec,2520266,Frederic,,Ville-Marie,45.52091,-73.55656,Entire home/apt,3390,100,13,2017-10-02,0.10,2,365,0,
70489,Ultra Luxurious - City Center,145990,Marc Andre,,Ville-Marie,45.5019,-73.56354,Entire home/apt,90,30,3,2014-09-08,0.03,1,365,0,
903790,Studio with Kitchenette and Terrace,4359426,Daniel,,Mercier-Hochelaga-Maisonneuve,45.60633,-73.53885,Entire home/apt,28,30,99,2019-02-16,0.82,1,258,0,
70801,"Large, sunny house near Old MTL",294382,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,446,3,27,2022-09-08,0.19,1,153,2,310728
905618,"Little Italy, quiet and sunny.",4653953,Laurent,,Rosemont-La Petite-Patrie,45.53294,-73.61533,Entire home/apt,135,4,47,2020-02-22,0.40,1,87,0,
522094,Great cozy condo by Little italy!,2349836,Amelie,,Rosemont-La Petite-Patrie,45.54192,-73.60358,Entire home/apt,38,29,53,2022-11-30,0.42,1,197,3,
73171,Romantic garden studio in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52891,-73.58219,Entire home/apt,110,31,84,2022-01-08,0.59,6,106,1,
526401,Spacious bright loft in the Plateau,915999,Tammy,,Le Plateau-Mont-Royal,45.5137,-73.57614,Entire home/apt,140,180,93,2019-08-17,0.80,1,365,0,
75092,Family home with great backyard !,389705,Dan & Chris,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46607,-73.62549,Entire home/apt,185,9,9,2017-08-17,0.08,1,91,0,
527449,"Cosy and private place, Mile End",2591217,Philippe,,Le Plateau-Mont-Royal,45.52952,-73.59487,Entire home/apt,65,31,33,2021-09-20,0.31,1,253,0,
909966,"",1646154,Dimitri,,Le Sud-Ouest,45.45053,-73.60031,Entire home/apt,38,40,39,2022-06-05,0.33,6,237,1,
85267,Country feeling loft in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,150,31,33,2022-09-09,0.24,6,336,6,
909980,"",1646154,Dimitri,,Le Sud-Ouest,45.45225,-73.60177,Entire home/apt,40,40,64,2022-11-30,0.54,6,290,6,
542160,Charming condo Plateau Mont-Royal,2666170,Alex,,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire home/apt,77,20,186,2022-11-30,1.78,2,226,5,
99859,Plateau Charm,525486,Sesaye,,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,232,3,42,2022-11-27,0.30,1,314,13,
919567,"Montréal, Cosy",4940012,Anne-Claire,,Villeray-Saint-Michel-Parc-Extension,45.55524,-73.59896,Entire home/apt,86,30,31,2022-10-12,0.26,1,283,3,
107860,Room with Single Bed,528512,Jen,,Le Plateau-Mont-Royal,45.52508,-73.58719,Private room,22,90,144,2022-07-23,1.02,2,152,1,
927964,Rosemont - Une adresse pour vous!,4795915,Nicole,,Villeray-Saint-Michel-Parc-Extension,45.55459,-73.59638,Entire home/apt,50,32,34,2022-08-28,0.29,4,264,1,
543823,Nice large bedroom in Outremont,2673521,Rémi,,Outremont,45.52212,-73.61251,Private room,99,1,11,2016-06-02,0.09,1,363,0,
116931,Nice room with queen sized bed,528512,Jen,,Le Plateau-Mont-Royal,45.5243,-73.58681,Private room,27,50,123,2022-08-31,0.87,2,267,1,
556742,"5-1/2 Plateau Mont Royal,2 bedrooms",2737452,Carole,,Le Plateau-Mont-Royal,45.5309,-73.56854,Entire home/apt,125,28,125,2022-11-16,0.99,2,364,8,
927978,4 et demi au coeur de Rosemont(2lits),4795915,Nicole,,Rosemont-La Petite-Patrie,45.55538,-73.59036,Entire home/apt,49,32,33,2019-08-08,0.32,4,273,0,
135275,"Charming aparthotel, little Italie",520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,99,60,72,2019-12-28,0.52,2,160,0,
929583,3 1/2  sur le Plateau !,4797675,Marie-Hélène,,Le Plateau-Mont-Royal,45.53377,-73.56627,Entire home/apt,50,31,31,2022-08-22,0.28,2,229,2,
564098,Bright loft on the Plateau +terrace,2542265,Marilou,,Le Plateau-Mont-Royal,45.53826,-73.5707,Entire home/apt,50,30,11,2022-09-22,0.09,1,108,3,
137443,"Apt + garden (Mile End, Plateau) / # CiTQ 310398",656725,Christophe,,Le Plateau-Mont-Royal,45.52663,-73.60145,Entire home/apt,250,2,47,2022-10-24,0.36,1,85,8,
929890,Unique Loft in Industrial Building,2544110,Chanel,,Le Sud-Ouest,45.47896,-73.58776,Entire home/apt,165,2,62,2020-03-13,0.52,1,316,0,
142722,Charming studio in Plateau heart,381468,Sylvie,,Le Plateau-Mont-Royal,45.52851,-73.58224,Entire home/apt,110,31,122,2022-08-21,0.88,6,177,3,
565545,CASA - BLANCA : PEACE & QUIET,2124794,Aniss,,Mercier-Hochelaga-Maisonneuve,45.5506,-73.5443,Private room,60,31,37,2018-09-20,0.29,1,358,0,
157425,4 bedroom home in Mile-end/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51802,-73.59055,Entire home/apt,220,2,26,2022-08-20,0.19,3,103,8,
573924,Le New-York : CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,,Verdun,45.46716,-73.57171,Entire home/apt,99,90,9,2019-09-01,0.07,12,349,0,
936438,3 1/2 rooms all-comfort,5054644,Denis,,Rosemont-La Petite-Patrie,45.56718,-73.57658,Entire home/apt,99,2,44,2022-11-28,0.39,2,328,20,257530
937926,"GREAT LOCATION,  BEAUBIEN METRO; PICASSO STUDIO",4718435,Pierre,,Rosemont-La Petite-Patrie,45.53419,-73.6023,Entire home/apt,75,5,98,2022-11-13,0.84,4,206,23,266641
160600,Quiet 1000 sq.ft - 5 rooms + 2 balconies,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46248,-73.63008,Entire home/apt,104,31,24,2022-10-24,0.17,2,60,1,
583029,Room in little ancestral house near waterfront,2872156,Eve Caroline,,Lachine,45.43393,-73.68545,Private room,77,1,87,2022-10-16,0.69,1,42,37,
160639,Cosy Studio apartment,38398,Omar,,Rosemont-La Petite-Patrie,45.54512,-73.59808,Entire home/apt,90,186,16,2019-11-30,0.12,1,358,0,
584985,Grande chambre dans appartement lumineux,2883070,Yann,,Rosemont-La Petite-Patrie,45.53443,-73.60219,Private room,29,30,13,2021-07-13,0.26,2,0,0,
938150,STUDIO 200 METERS FROM BEAUBIEN METRO; VAN GOGH,4718435,Pierre,,Rosemont-La Petite-Patrie,45.53411,-73.6024,Entire home/apt,75,5,133,2022-12-05,1.13,4,111,27,266641
164087,Functional studio (Secret Studio) -plateau,604849,Martin,,Le Plateau-Mont-Royal,45.528545,-73.579308,Entire home/apt,104,2,643,2022-11-30,4.65,3,97,72,
938159,Appartment Rosemont / Petite-Patrie,5066200,Harold & Catherine,,Rosemont-La Petite-Patrie,45.55025,-73.58902,Entire home/apt,75,32,61,2022-06-11,0.53,1,124,2,
939730,Beautiful Mile-End Apartment!,3345978,Mathieu,,Rosemont-La Petite-Patrie,45.52993,-73.61427,Entire home/apt,86,45,20,2022-07-19,0.17,5,186,1,
589770,Montreal at the heart of City-Marie,2909959,Christophe,,Ville-Marie,45.51757,-73.55598,Entire home/apt,112,2,92,2022-12-12,0.73,3,317,32,numéro d'établissement 217946
164601,Hogan 64 - Entire Furnished apartment,753212,Georges,,Le Plateau-Mont-Royal,45.5391,-73.56018,Entire home/apt,67,31,9,2022-09-01,0.07,5,54,1,
598266,NICE & COZY 4-BROOMS Little-Italy STUDENTS WELCOME,2713204,Jean-Philippe,,Rosemont-La Petite-Patrie,45.53491,-73.60668,Entire home/apt,250,30,49,2022-07-04,0.39,3,197,1,
942281,2 Bedroom apartment in Old Montreal,4587187,Lofts Du Vieux-Port,,Ville-Marie,45.50659,-73.55441,Entire home/apt,384,2,10,2018-07-17,0.11,4,0,0,
165108,The Cocooning in the heart of Rosemont,787391,Karine,,Rosemont-La Petite-Patrie,45.54673,-73.57181,Entire home/apt,90,31,32,2022-01-02,0.24,3,1,1,
942837,Luxury Apt in Le Plateau / Mile End - 3 bedrooms,4462156,Florence Et France,,Le Plateau-Mont-Royal,45.51812,-73.59068,Entire home/apt,166,31,29,2019-07-13,0.24,9,197,0,
947428,Mtl App. tout neuf éclairé & stylé!,5135029,Marie-Chantale,,Ahuntsic-Cartierville,45.54658,-73.66704,Entire home/apt,132,30,16,2022-02-28,0.15,1,167,1,
598277,Little Italy/Mile-Ex HUGE ART LOFT,2958195,Laef,,Villeray-Saint-Michel-Parc-Extension,45.53429,-73.62026,Entire home/apt,137,2,158,2022-10-29,1.25,2,158,29,
168331,Modern vintage 2 BDR in heart plateau,604849,Martin,,Le Plateau-Mont-Royal,45.528431,-73.578979,Entire home/apt,225,2,552,2022-11-22,4.04,3,133,36,
604018,Montreal split level large  house,2874106,Emile,,Côte-Saint-Luc,45.45761,-73.6689,Private room,176,4,0,,,1,0,0,
171627,MINI LOUNGE LOFT,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49406,-73.62555,Entire home/apt,92,31,2,2022-08-07,0.01,3,167,1,
609711,Le Laurier Cottage 2 Story House with Backyard,1016614,Home In Montreal,,Le Plateau-Mont-Royal,45.53442,-73.58511,Entire home/apt,202,2,165,2022-07-30,1.31,12,0,3,
957455,Mile-End-Beau-Grand-Propre-Calme,5206779,Heidi,,Le Plateau-Mont-Royal,45.52257,-73.59957,Private room,126,2,6,2022-09-05,0.15,1,362,3,
958487,Verdun: Riverside 2BR near Metro - Long-term stays,1864616,Cynthia & Jonathan,,Verdun,45.45783,-73.56622,Entire home/apt,150,31,100,2022-11-07,0.90,1,179,4,
180947,"Loft at Unity 1, Downtown - 423",387422,Service,,Ville-Marie,45.50312,-73.56346,Entire home/apt,115,30,5,2022-03-22,0.04,24,293,1,
958492,"Funky, cosy Mile end appartment",5215214,Charlotte,,Le Plateau-Mont-Royal,45.5235,-73.5969,Entire home/apt,98,7,29,2017-01-01,0.28,1,19,0,
616408,Unique & huge 3 bdr ap on top floor,3055081,Nath,,Le Plateau-Mont-Royal,45.5285,-73.58559,Entire home/apt,500,31,21,2022-08-31,0.17,1,362,2,
182142,"Family relocation - car, rooftop, BBQ, gym",818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49172,-73.6247,Entire home/apt,267,31,2,2022-07-05,0.30,3,348,2,
616760,lovely apt. at Parc Laurier,3055612,Lise,,Le Plateau-Mont-Royal,45.52976,-73.58744,Entire home/apt,85,2,57,2022-08-31,0.46,1,76,8,310331
975322,Little Italy / Mile-End - Top floor + terrasse +AC,5334168,Max,,Rosemont-La Petite-Patrie,45.53179,-73.60689,Entire home/apt,186,2,19,2021-07-30,0.16,1,141,0,
190003,Large sunny room HEARTH of plateau,640693,Marco,,Le Plateau-Mont-Royal,45.51937,-73.56999,Private room,13294,99,1,2011-08-13,0.01,1,365,0,
987285,Beautiful apartment in Mile-End,3427166,Geneviève,,Le Plateau-Mont-Royal,45.52205,-73.5993,Entire home/apt,150,7,31,2022-08-10,0.27,1,81,3,308396
619850,Apartment on the Plateau,3071673,Carole,,Le Plateau-Mont-Royal,45.53172,-73.57876,Entire home/apt,60,28,103,2021-12-30,0.82,2,105,1,
191567,Cozy and beautiful room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.48062,-73.58676,Private room,95,1,23,2020-03-24,0.17,2,222,0,
624078,Amazing 1 Bdrm downtown with garden,3095959,Olivier,,Le Plateau-Mont-Royal,45.50652,-73.57523,Entire home/apt,189,31,9,2022-11-17,0.08,1,172,4,
206647,Le Montreal - Charming apartment (Atwater market),1016614,Home In Montreal,,Le Sud-Ouest,45.47944,-73.5582,Entire home/apt,83,90,19,2022-08-31,0.15,12,306,1,
996300,Lovely Esplanade Ave Apartment on Plateau Montreal,2884582,Don,,Le Plateau-Mont-Royal,45.51878,-73.59151,Entire home/apt,209,3,125,2022-10-30,1.06,1,197,10,
208337,"Large apartment, terrace and garden",1025518,Christian Et Judith,,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire home/apt,150,20,23,2022-08-28,0.17,2,105,1,
1003202,Private room downtown Montreal  40-2b,1020994,Melanie,,Ville-Marie,45.49048,-73.56719,Private room,22,30,11,2022-04-30,0.09,7,256,1,
635179,Backyard house short or long term,3154502,Liette-Kyny,,Le Sud-Ouest,45.47907,-73.57308,Entire home/apt,115,32,9,2021-06-24,0.10,2,170,0,
220624,Petit confortable chambre au centre-ville Montréal,1143998,Adriana,,Ville-Marie,45.51573,-73.56219,Private room,79,2,42,2022-09-05,0.87,10,0,20,
636982,ROOM IN LOVELY AREA (ROSEMONT),3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54721,-73.59024,Private room,48,1,10,2022-09-23,0.10,2,299,6,
1022114,Perfect stay for intership or study,4121417,Olivier,,Rosemont-La Petite-Patrie,45.53506,-73.60639,Entire home/apt,40,31,4,2014-02-02,0.04,1,118,0,
222430,"Private top floor, downtown view",1020994,Melanie,,Ville-Marie,45.4901,-73.56718,Private room,50,31,20,2022-06-27,0.15,7,357,3,
1032920,apartment outremont*mile-end,3131931,Muriel,,Outremont,45.52061,-73.60998,Entire home/apt,600,1,10,2018-10-07,0.09,1,363,0,
637533,Charming Downtown Montreal,2909959,Christophe,,Ville-Marie,45.51758,-73.55601,Entire home/apt,185,2,162,2022-11-27,1.38,3,215,62,217946
228313,Cozy Private Flat,1191047,Caroline,,Rosemont-La Petite-Patrie,45.53951,-73.59968,Entire home/apt,65,3,1,2012-08-26,0.01,1,0,0,
1046057,Condo - 2 level Mile-End/Plateau,3775482,Mylene,,Le Plateau-Mont-Royal,45.5216,-73.59065,Entire home/apt,100,59,20,2022-10-15,0.17,1,259,2,
231472,Charmant appartement équipé,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61759,Entire home/apt,125,32,22,2020-03-31,0.17,2,83,0,
644898,Eco studio/loft in Mile-End/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51884,-73.59048,Entire home/apt,113,1,745,2022-11-28,5.95,3,181,127,Numéro établissement CITQ : 263966
233584,Spacious room- doubl bed- townhouse,1020994,Melanie,,Le Sud-Ouest,45.49031,-73.56686,Private room,40,32,4,2015-08-31,0.03,7,364,0,
646363,City apartment fully equipped,3239159,Sandy,,Rosemont-La Petite-Patrie,45.57466,-73.57275,Entire home/apt,90,31,30,2022-11-07,0.24,3,278,5,
1067530,Belle au bois dormant,5874268,Sarah,,Le Plateau-Mont-Royal,45.52202,-73.57864,Private room,31,31,42,2022-09-11,0.37,1,105,3,
234198,Lovely studio in little garden,381468,Sylvie,,Le Plateau-Mont-Royal,45.52991,-73.58205,Entire home/apt,96,31,49,2022-02-25,0.37,6,75,1,
1069924,Loft Plateau Mt-Royal/Mile End,432864,Olivier,,Le Plateau-Mont-Royal,45.52013,-73.58817,Entire home/apt,99,180,1,2013-04-18,0.01,1,0,0,
654475,Fully Furnished 2brm apt St-Laurent north Fleury,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54959,-73.66735,Entire home/apt,105,32,8,2021-09-27,0.09,4,42,0,
237216,"Modern, quiet Studio",1245164,Christophe &  Marie-Andrée,,Villeray-Saint-Michel-Parc-Extension,45.55275,-73.60055,Entire home/apt,81,32,42,2022-08-22,0.31,1,105,4,
662501,Luxurious Plateau Apartment,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52408,-73.59696,Entire home/apt,99,31,25,2022-08-28,0.21,5,282,4,
669043,grande maison dans la Petite Italie,3387016,André-Line,,Rosemont-La Petite-Patrie,45.53437,-73.61363,Entire home/apt,125,32,2,2018-09-17,0.03,1,66,0,
1074263,Large room in Montreal (L'Église),5910057,Alison,,Le Plateau-Mont-Royal,45.51899,-73.57939,Private room,69,2,107,2022-11-28,0.92,3,162,42,
238705,Magnificent Family Home in Mile End,1251392,Victor,,Le Plateau-Mont-Royal,45.5211,-73.59219,Entire home/apt,375,31,10,2020-01-02,0.09,1,256,0,
1075759,Quiet apartment in  ‘’the village’’,3704756,Sylvain,,Ville-Marie,45.52152,-73.56156,Entire home/apt,51,32,129,2022-08-06,1.11,1,7,2,
241212,"Le Laurier, exquisite loft",787391,Karine,,Rosemont-La Petite-Patrie,45.5467,-73.57182,Entire home/apt,160,31,16,2022-11-26,0.12,3,185,1,
1090147,Condo in the Heart of Old Montreal,5989950,Graham,,Ville-Marie,45.51144,-73.55117,Shared room,102,30,0,,,1,365,0,
670874,Great apartment in Ghetto Mc Gill,3399650,Patrick,,Le Plateau-Mont-Royal,45.50844,-73.57838,Entire home/apt,215,30,9,2022-08-30,0.09,1,65,2,
248086,Vintage Plateau 2.5 all inclusive,1300334,Dan,,Le Plateau-Mont-Royal,45.531921,-73.574753,Entire home/apt,50,150,24,2021-08-12,0.19,5,197,0,
674339,ANNUEL-HOMA 1500 p2 (140m2) + deck,3423809,Delphine,,Mercier-Hochelaga-Maisonneuve,45.54727,-73.53482,Entire home/apt,50,360,0,,,1,365,0,
674610,Dec 15-Jan 7: Townhouse + Cat in Petite Patrie,3425468,Francisco,,Rosemont-La Petite-Patrie,45.54333,-73.60003,Entire home/apt,115,25,6,2022-08-14,0.06,1,46,1,
248088,"Covered Terrace Plateau, 4 bedrooms, 2 balconies",1300334,Dan,,Le Plateau-Mont-Royal,45.53192,-73.57475,Entire home/apt,140,120,3,2021-05-01,0.04,5,105,0,
682063,Beautiful and cozy room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.47939,-73.58701,Private room,80,1,23,2019-08-28,0.23,2,222,0,
1094965,5 1/2 à louer pour 1 an tout inclu,6015832,Marie-Josée,,Mercier-Hochelaga-Maisonneuve,45.55328,-73.55326,Private room,34,360,0,,,1,365,0,
254268,Gorgeous downtown condo getaway,1335666,Ulka,,Le Sud-Ouest,45.48956,-73.57042,Entire home/apt,119,3,9,2012-09-23,0.07,1,0,0,
1096987,"Large apart., sunny garden, 3 closed bedrooms.",1456150,Simon,,Rosemont-La Petite-Patrie,45.53165,-73.60797,Entire home/apt,110,31,47,2022-07-31,0.41,2,0,1,
697025,Cozy and Quaint with Country Charm,2371100,Brandee,,Le Plateau-Mont-Royal,45.52283,-73.57179,Entire home/apt,131,2,27,2013-06-01,0.22,1,0,0,
256043,Plateau Mont-Royal Apt. - Long Term Opportunity,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.52912,-73.57694,Entire home/apt,100,90,34,2020-10-29,0.37,1,362,0,
697198,"Appt Fully furnished, Montreal, Carré St Louis",3571507,Stephane,,Ville-Marie,45.51602,-73.56676,Entire home/apt,43,30,8,2020-03-31,0.15,1,105,0,
1107284,Charming sunny flat in the Plateau-Mile End!,6064767,Hana,,Le Plateau-Mont-Royal,45.52326,-73.58894,Entire home/apt,200,3,112,2022-08-22,0.97,1,358,10,
262688,Le Tierra - Private Parking Huge Backyard,1016614,Home In Montreal,,Le Sud-Ouest,45.48177,-73.55727,Entire home/apt,98,2,206,2022-12-04,1.63,12,179,37,
269160,"Sunny, chic and comfortable",1359551,Anne,,Rosemont-La Petite-Patrie,45.55156,-73.58728,Entire home/apt,78,32,13,2019-08-18,0.10,1,94,0,
1117853,Plateau Apt. for 1 ($350/m May-Aug),6135550,Honor,,Le Plateau-Mont-Royal,45.52162,-73.57406,Private room,102,30,0,,,1,365,0,
1132021,Cute Apt-Heart of downtown Montreal,4162573,Estée,,Ville-Marie,45.5058,-73.56722,Entire home/apt,94,3,73,2021-07-28,1.06,2,0,0,
700477,L'Escale Waverly,3593341,Elise,,Le Plateau-Mont-Royal,45.52435,-73.59852,Entire home/apt,75,33,23,2022-10-15,0.20,1,29,3,
700828,Heritage flat by the mountain,3588890,Justyna,,Le Plateau-Mont-Royal,45.51885,-73.5858,Entire home/apt,108,32,49,2022-05-29,0.41,1,133,9,
270668,Modern & Cozy Condo Heart of Plateau,1416815,Charles & Chantal,,Le Plateau-Mont-Royal,45.51941,-73.57907,Entire home/apt,100,2,96,2021-08-01,0.72,1,0,0,
708096,Plateau Location Cozy Apartment,3641118,Mark,,Le Plateau-Mont-Royal,45.51579,-73.57833,Entire home/apt,115,23,252,2020-09-28,2.03,1,167,0,
1132103,*Ladies only- CUTE LOFT Montreal.,4162573,Estée,,Ville-Marie,45.50714,-73.56763,Shared room,49,2,31,2019-03-07,0.40,2,0,0,
280223,"HUGE Authentic Artist's Loft (nope, not a condo)",1432655,Vanessa,,Villeray-Saint-Michel-Parc-Extension,45.52745,-73.62008,Entire home/apt,250,3,7,2022-09-19,0.06,1,131,3,
1135356,STUDIO,3548411,CASA Heidi,,Ville-Marie,45.49839,-73.57972,Entire home/apt,120,30,44,2022-08-18,0.38,4,228,2,
713332,"Grand appartement d'exception - Plateau, Montréal",1858387,Fabrice,,Le Plateau-Mont-Royal,45.53152,-73.57408,Entire home/apt,120,4,24,2022-11-04,0.19,1,107,2,
720581,"Home away from home, entire apt",1327466,Marie Gyby,,Saint-Laurent,45.52597,-73.68104,Entire home/apt,81,31,92,2022-06-01,0.80,2,92,2,
285349,original Montreal style,787391,Karine,,Rosemont-La Petite-Patrie,45.55232,-73.58254,Entire home/apt,150,31,9,2021-10-10,0.17,3,104,0,
723077,Private room in a nice apt :),3734491,Éric,,Rosemont-La Petite-Patrie,45.53289,-73.60519,Private room,50,2,10,2019-10-05,0.11,1,69,0,
1149696,"Sunny, peaceful, beautiful 2-storey house",1213675,Elric,,Rosemont-La Petite-Patrie,45.5367,-73.5932,Entire home/apt,250,5,12,2022-08-13,0.10,1,0,4,308905
285497,Beautiful condo downtown Montreal!,1486044,Karine,,Le Plateau-Mont-Royal,45.50999,-73.5749,Entire home/apt,85,30,16,2022-10-01,0.18,1,365,2,
1153396,Big Modern Apartment on Plateau,6338106,Mikael,,Le Plateau-Mont-Royal,45.52536,-73.58573,Entire home/apt,95,45,27,2016-08-27,0.23,1,0,0,
286671,Magnifique appartement - 2 ch - Plateau Mt-Royal,1145010,Ian,,Le Plateau-Mont-Royal,45.51898,-73.56871,Entire home/apt,220,31,11,2019-11-29,0.09,1,365,0,
1159343,Plateau - Parc Lafontaine,5254797,Lionel,,Le Plateau-Mont-Royal,45.52155,-73.5667,Entire home/apt,94,14,42,2019-07-27,0.37,1,279,0,
726334,"The Red Balcony, 2bdr, AC,  Outremont /Mile end",3758382,Melanie + Guy,,Outremont,45.51811,-73.59867,Entire home/apt,175,32,71,2022-09-06,0.59,1,182,5,
291629,Studio in Rosemont - Rouge,1510828,Marie-France Et Alain,,Rosemont-La Petite-Patrie,45.54967,-73.58588,Entire home/apt,60,32,76,2020-09-02,0.58,2,255,0,
737549,Amazing location .milend 2 bdr,1544615,Remy,,Le Plateau-Mont-Royal,45.52514,-73.59685,Entire home/apt,120,30,12,2022-08-16,0.14,1,168,3,
296691,Gorgeous bright 3rd floor appartment,1530233,Saranaz,,Verdun,45.45856,-73.5711,Entire home/apt,150,2,47,2022-11-23,0.37,1,175,10,
738165,Loft Fantasia - on the Plateau,344531,Antoine,,Le Plateau-Mont-Royal,45.53546,-73.56782,Entire home/apt,85,3,3,2015-09-17,0.02,1,0,0,
1175489,The Cosmopolitan,2184362,Alexia,,Le Plateau-Mont-Royal,45.51949,-73.57924,Entire home/apt,68,7,166,2022-11-29,1.44,3,212,16,
298059,Superb cottage Mile-End Plateau !,1536474,Helene,,Le Plateau-Mont-Royal,45.52665,-73.6073,Entire home/apt,180,30,52,2014-10-18,0.39,1,197,0,
1177300,Spacious 2bd -Steps away from metro,6441424,Coco & Jack,,Mercier-Hochelaga-Maisonneuve,45.55398,-73.5497,Entire home/apt,189,5,182,2022-12-04,1.58,1,278,17,CITQ:267234
1183363,"Spacious loft, fully legit BnB, A/C, keyless entry",1015379,Marie,,Le Plateau-Mont-Royal,45.51838,-73.5796,Entire home/apt,302,1,221,2022-11-06,1.94,1,258,43,
739882,Grand logement a aire ouverte,3870879,Karine & Alain,,Mercier-Hochelaga-Maisonneuve,45.54253,-73.54261,Entire home/apt,95,30,21,2022-08-23,0.18,1,0,4,
743417,chambre a loué a montréal,3894572,Jp,,Mercier-Hochelaga-Maisonneuve,45.54974,-73.54547,Private room,380,1,0,,,1,0,0,
331764,Loft sur le Plateau avec terrasse,1676310,Julien,,Le Plateau-Mont-Royal,45.52916,-73.57174,Entire home/apt,48,30,63,2022-08-11,0.50,1,130,2,
744424,Design Apartment in the Most Trendy aera.,3901487,France,,Le Plateau-Mont-Royal,45.5243,-73.59238,Entire home/apt,100,60,149,2021-06-03,1.27,3,78,0,
744459,Magnificent Apartment in Miles End,3901487,France,,Le Plateau-Mont-Royal,45.5241,-73.59248,Entire home/apt,95,30,34,2022-09-30,0.28,3,8,6,
1201108,Bel appartement plateau Mt Royal,4265897,Kelly,,Le Plateau-Mont-Royal,45.53486,-73.57583,Private room,136,21,0,,,1,365,0,
344508,Convenient location and comfortable,839115,Nazzarena,,LaSalle,45.4416,-73.62942,Private room,33,30,6,2012-10-10,0.05,1,0,0,
1213399,Your home away from home! Mile End,6404282,Amanda,,Le Plateau-Mont-Royal,45.52526,-73.60819,Entire home/apt,140,4,46,2022-10-11,0.40,1,25,7,301286
755459,Bohemian Loft Retreat in Montreal’s Old Port,1766393,Missy,,Ville-Marie,45.50444,-73.55426,Entire home/apt,339,5,138,2022-07-21,1.61,2,161,1,
