,neighbourhood,latitude,longitude,price,minimum_nights
7850,Le Plateau-Mont-Royal,45.5089,-73.57768,65,2
7852,Ville-Marie,45.50157,-73.55599,365,2
7855,Kirkland,45.46638,-73.85777,67,1
7856,Ville-Marie,45.51191,-73.56146,142,2
7857,Ville-Marie,45.51192,-73.56301,136,2
7858,Le Plateau-Mont-Royal,45.52211,-73.57556,280,2
7860,Ville-Marie,45.499,-73.5598,85,1
7861,Ville-Marie,45.51967,-73.55761,171,3
7862,Ville-Marie,45.53362,-73.55956,109,2
7863,Le Plateau-Mont-Royal,45.52039,-73.57574,112,2
7865,Le Sud-Ouest,45.4847,-73.5728,345,2
7866,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47426,-73.61055,114,2
7868,LaSalle,45.41604,-73.61992,375,3
7872,Ville-Marie,45.49546,-73.58078,49,1
7873,Villeray-Saint-Michel-Parc-Extension,45.54386,-73.61549,121,10
7874,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47058,-73.63888,60,2
7876,Anjou,45.60132,-73.57479,40,1
7877,Ahuntsic-Cartierville,45.54671,-73.63971,160,3
7881,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49229,-73.62567,102,3
7882,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46406,-73.61621,104,1
7883,Villeray-Saint-Michel-Parc-Extension,45.55568,-73.60078,40,1
7884,Le Plateau-Mont-Royal,45.51855,-73.58968,119,3
7885,Rosemont-La Petite-Patrie,45.53693,-73.61284,89,2
7886,Ville-Marie,45.50974,-73.56634,149,2
7887,Le Plateau-Mont-Royal,45.52177,-73.57696,89,2
7888,Ville-Marie,45.48878,-73.58123,114,3
7889,Le Plateau-Mont-Royal,45.52196,-73.57413,103,1
7890,Le Plateau-Mont-Royal,45.52232,-73.57688,89,2
7891,Ville-Marie,45.49415,-73.56794,423,2
7893,Mercier-Hochelaga-Maisonneuve,45.53714,-73.5412,122,2
7896,Le Sud-Ouest,45.49054,-73.5588,189,2
7898,Le Plateau-Mont-Royal,45.52258,-73.5791,89,2
7901,Mercier-Hochelaga-Maisonneuve,45.53849,-73.54057,96,2
7902,Le Plateau-Mont-Royal,45.52134,-73.57704,89,2
7903,Le Plateau-Mont-Royal,45.53093,-73.58681,50,2
7904,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47368,-73.60909,259,3
7906,Le Plateau-Mont-Royal,45.52129,-73.59298,18,3
7908,Le Plateau-Mont-Royal,45.52287,-73.58488,169,3
7910,Le Sud-Ouest,45.49382,-73.56059,300,1
7911,Ville-Marie,45.51143,-73.56819,199,2
7912,Lachine,45.44873,-73.64821,90,3
7917,Ville-Marie,45.49908,-73.56021,157,2
7919,Le Sud-Ouest,45.45776,-73.59655,135,1
7923,Le Sud-Ouest,45.4794,-73.56858,169,2
7925,Ville-Marie,45.5322,-73.55352,40,1
7927,Le Sud-Ouest,45.49315,-73.5596,95,7
7929,Ville-Marie,45.4932,-73.56711,232,2
7930,Ville-Marie,45.51857,-73.55637,68,2
7932,Rosemont-La Petite-Patrie,45.54035,-73.60399,100,3
7935,Ville-Marie,45.49331,-73.57224,230,7
7936,Le Plateau-Mont-Royal,45.51966,-73.57333,193,2
7939,Mercier-Hochelaga-Maisonneuve,45.55763,-73.53991,65,1
7941,Rosemont-La Petite-Patrie,45.53597,-73.60265,35,3
7942,Ville-Marie,45.48778,-73.58219,260,2
7943,Beaconsfield,45.43227,-73.84902,87,5
7945,Le Sud-Ouest,45.48419,-73.55952,47,3
7946,Ville-Marie,45.51079,-73.56137,263,1
7948,Ville-Marie,45.49594,-73.58079,57,1
7950,Ahuntsic-Cartierville,45.58205032348633,-73.65198516845703,75,7
7951,Le Sud-Ouest,45.4801,-73.58458,131,7
7953,Ville-Marie,45.5028,-73.56097,316,2
7954,Le Plateau-Mont-Royal,45.53063,-73.57909,109,2
7955,Montréal-Nord,45.5953,-73.64508,90,1
7956,Ville-Marie,45.50097,-73.55898,363,2
7957,Ville-Marie,45.49371,-73.5838,271,1
7959,Ville-Marie,45.52648,-73.55642,100,4
7965,Mercier-Hochelaga-Maisonneuve,45.5572,-73.53066,148,2
7966,Rosemont-La Petite-Patrie,45.55317,-73.55678,101,2
7967,Le Plateau-Mont-Royal,45.51998,-73.5737,134,1
7968,Le Plateau-Mont-Royal,45.52054,-73.57766,89,2
7969,Pierrefonds-Roxboro,45.48413,-73.85915,225,1
7970,Le Plateau-Mont-Royal,45.5213,-73.57918,89,2
7971,Le Plateau-Mont-Royal,45.52088,-73.57717,89,2
7972,Ville-Marie,45.48891,-73.58046,160,1
7973,Rosemont-La Petite-Patrie,45.54317,-73.60052,100,2
7974,Le Plateau-Mont-Royal,45.52706,-73.58051,354,2
7975,Le Plateau-Mont-Royal,45.52065,-73.57909,89,2
7976,Le Plateau-Mont-Royal,45.52233,-73.5791,89,2
7977,Mercier-Hochelaga-Maisonneuve,45.55649,-73.52913,99,2
7978,Le Sud-Ouest,45.48414,-73.56117,172,2
7982,Le Sud-Ouest,45.4916,-73.55929,134,2
7984,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46627,-73.62099,108,2
7988,Ville-Marie,45.49905,-73.5598,79,3
7989,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46531,-73.61592,94,1
7990,Ville-Marie,45.50465,-73.55689,193,2
7991,Mercier-Hochelaga-Maisonneuve,45.55737,-73.53669,200,1
7995,Ville-Marie,45.49658,-73.58674,95,1
7997,Ville-Marie,45.53389,-73.56102,13,1
7998,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49619,-73.62486,53,1
8001,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46634,-73.61431,91,1
8004,Mercier-Hochelaga-Maisonneuve,45.55042,-73.55233,105,4
8005,Ville-Marie,45.52937,-73.55367,65,1
8006,Ville-Marie,45.5041,-73.55648,192,2
8007,Ville-Marie,45.5048,-73.55489,188,2
8008,Le Plateau-Mont-Royal,45.52172,-73.58084,89,9
8010,Le Plateau-Mont-Royal,45.53176,-73.57158,65,1
8013,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48864,-73.62871,56,1
8014,Le Sud-Ouest,45.496296,-73.560921,150,7
8015,Le Plateau-Mont-Royal,45.52345,-73.57089,178,3
8017,Mercier-Hochelaga-Maisonneuve,45.58354,-73.53261,90,1
8018,Ville-Marie,45.53547,-73.55934,132,3
8019,Rosemont-La Petite-Patrie,45.53121,-73.61166,110,1
8020,Ville-Marie,45.4985,-73.57755,150,1
8021,Ville-Marie,45.4953,-73.58672,62,1
8022,Rosemont-La Petite-Patrie,45.54512,-73.56062,62,1
8023,Ville-Marie,45.50434,-73.55305,325,2
8024,Mercier-Hochelaga-Maisonneuve,45.58822,-73.56353,100,1
8025,Ville-Marie,45.4964,-73.58494,66,1
8026,Villeray-Saint-Michel-Parc-Extension,45.55286,-73.60131,127,1
8027,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49768,-73.6371,80,1
8028,Ville-Marie,45.50513,-73.55356,251,2
8029,Le Plateau-Mont-Royal,45.52421,-73.5827,126,1
8030,Ville-Marie,45.49492,-73.56841,135,1
8031,Ville-Marie,45.49568,-73.58488,89,1
8032,Ville-Marie,45.49488,-73.58697,91,1
8034,Ville-Marie,45.51093,-73.56774,81,1
8036,Le Plateau-Mont-Royal,45.51656,-73.56964,149,1
8037,Ville-Marie,45.4953,-73.58676,69,1
8038,Le Plateau-Mont-Royal,45.5219,-73.59614,35,2
8039,Le Plateau-Mont-Royal,45.52209,-73.5827,104,1
8040,Ville-Marie,45.50438,-73.55488,326,2
8041,Ahuntsic-Cartierville,45.53655,-73.66652,80,3
8042,Ville-Marie,45.4952,-73.57691,73,1
8043,Ville-Marie,45.51047,-73.56226,122,10
8044,Mercier-Hochelaga-Maisonneuve,45.59379,-73.5199,68,14
8045,Ville-Marie,45.50559,-73.56089,192,2
8046,Ville-Marie,45.50507,-73.55423,278,2
8047,Ville-Marie,45.50286,-73.55493,717,2
8048,Ville-Marie,45.516361,-73.561378,152,1
8049,Ville-Marie,45.516361,-73.561378,78,1
8050,Ville-Marie,45.51712,-73.5624,132,1
8052,Ville-Marie,45.49591,-73.57697,67,1
8056,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46667,-73.61589,104,1
8058,Ville-Marie,45.49652,-73.57692,75,1
8060,Ville-Marie,45.49679,-73.57912,76,1
8061,Le Plateau-Mont-Royal,45.53603,-73.58668,140,2
8063,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46662,-73.62243,151,2
8064,Le Plateau-Mont-Royal,45.519558,-73.573769,122,2
8065,Ville-Marie,45.49713,-73.57707,142,1
8066,Le Plateau-Mont-Royal,45.519558,-73.573769,142,2
8067,Ville-Marie,45.49509,-73.57931,121,1
8068,Ville-Marie,45.49556,-73.57914,73,1
8070,Le Plateau-Mont-Royal,45.519558,-73.573769,111,2
8071,Ville-Marie,45.49574,-73.57741,120,1
8072,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48368,-73.63091,199,1
8073,Le Plateau-Mont-Royal,45.51454,-73.57973,116,1
8074,Rosemont-La Petite-Patrie,45.53822,-73.61173,69,4
8077,Le Sud-Ouest,45.45334,-73.58811,30,2
8078,Ville-Marie,45.49324,-73.58255,58,1
8080,Le Sud-Ouest,45.4539,-73.58806,30,2
8083,Mercier-Hochelaga-Maisonneuve,45.57135,-73.54424,89,3
8084,Le Plateau-Mont-Royal,45.519558,-73.573769,217,2
8085,Ville-Marie,45.49702,-73.58069,110,1
8086,Ville-Marie,45.50427,-73.56264,225,2
8088,Ville-Marie,45.50575,-73.56277,156,2
8089,Le Plateau-Mont-Royal,45.53034,-73.58451,115,5
8092,Ville-Marie,45.49512,-73.58015,100,1
8093,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49366,-73.6246,46,14
8094,Ville-Marie,45.50258,-73.56014,205,2
8095,Outremont,45.51878,-73.59709,75,7
8097,Ville-Marie,45.51299,-73.55852,250,2
8099,Ville-Marie,45.49543,-73.5872,78,1
8100,Ville-Marie,45.4972,-73.58719,148,1
8101,Le Sud-Ouest,45.49092,-73.55935,102,1
8102,Ville-Marie,45.49535,-73.58814,87,1
8104,LaSalle,45.41686,-73.63994,254,2
8105,Le Sud-Ouest,45.49047,-73.55866,102,1
8106,Ville-Marie,45.49694,-73.58731,146,1
8108,Ville-Marie,45.49667,-73.58668,74,1
8109,Rosemont-La Petite-Patrie,45.533627,-73.616127,243,3
8110,Ville-Marie,45.49833,-73.57546,70,1
8111,Ville-Marie,45.49516,-73.58852,74,1
8113,Ville-Marie,45.49714,-73.57748,69,1
8114,Le Plateau-Mont-Royal,45.53499,-73.5758,150,7
8115,Rosemont-La Petite-Patrie,45.53957,-73.61005,71,1
8116,Ville-Marie,45.49667,-73.5757,85,7
8117,Ville-Marie,45.49574,-73.58199,77,1
8118,Saint-Laurent,45.50962,-73.67772,55,1
8119,Ville-Marie,45.49524,-73.58169,73,1
8120,Rosemont-La Petite-Patrie,45.53946,-73.6113,94,1
8121,Ville-Marie,45.49508,-73.58186,89,1
8122,Ville-Marie,45.52541,-73.55846,100,14
8123,Ville-Marie,45.5048,-73.55508,182,2
8124,Dollard-des-Ormeaux,45.48849,-73.81838,84,2
8125,Ville-Marie,45.49517,-73.58212,72,1
8127,Ville-Marie,45.49547,-73.58036,84,1
8128,Ville-Marie,45.49717,-73.58043,75,1
8130,Verdun,45.46121,-73.57465,140,7
8133,Ville-Marie,45.49495,-73.58036,73,1
8134,Ville-Marie,45.51696,-73.55894,70,5
8135,LaSalle,45.42854,-73.65807,139,2
8136,Ville-Marie,45.49495,-73.5807,89,1
8137,Rosemont-La Petite-Patrie,45.53524,-73.6005,150,5
8139,Côte-des-Neiges-Notre-Dame-de-Grâce,45.495159,-73.610878,105,2
8141,Le Sud-Ouest,45.49058,-73.55778,130,2
8142,Rosemont-La Petite-Patrie,45.55313,-73.56464,75,7
8143,Rosemont-La Petite-Patrie,45.54313,-73.60586,175,3
8144,Ville-Marie,45.5129,-73.55772,102,2
8145,Ville-Marie,45.49825,-73.57753,81,1
8146,Ville-Marie,45.49633,-73.57587,71,1
8147,Ville-Marie,45.50239,-73.57987,159,1
8150,Ville-Marie,45.51241,-73.55767,83,2
8151,Ville-Marie,45.51445,-73.55583,66,2
8153,Ville-Marie,45.49641,-73.57621,95,1
8154,Ville-Marie,45.51432,-73.55693,73,2
8155,Ville-Marie,45.49641,-73.5761,68,1
8156,Ville-Marie,45.49823,-73.57576,76,1
8157,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49002,-73.64799,80,1
8158,Le Sud-Ouest,45.47644,-73.58263,90,2
8159,Ville-Marie,45.51259,-73.55761,66,2
8160,Ville-Marie,45.49538,-73.58201,69,1
8161,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47097,-73.61108,128,1
8163,Ville-Marie,45.49822,-73.57616,75,1
8164,Le Plateau-Mont-Royal,45.51956,-73.59628,101,2
8165,Ville-Marie,45.498,-73.57543,78,1
8166,Outremont,45.51978,-73.61539,100,7
8167,Le Plateau-Mont-Royal,45.51825,-73.59515,76,2
8169,Ville-Marie,45.49738,-73.58739,159,1
8170,Ville-Marie,45.49655,-73.57694,78,1
8171,Ville-Marie,45.49704,-73.57724,69,1
8172,Ville-Marie,45.49618,-73.57681,103,1
8173,Ville-Marie,45.52994,-73.56193,147,6
8174,Ville-Marie,45.51026,-73.56551,136,4
8176,Ville-Marie,45.50086,-73.57901,100,5
8177,Ville-Marie,45.49655,-73.57572,76,1
8178,Ville-Marie,45.49757,-73.57555,94,1
8179,Ville-Marie,45.49667,-73.57705,84,1
8180,Ville-Marie,45.49651,-73.57722,120,6
8181,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46441,-73.61538,104,1
8182,Le Plateau-Mont-Royal,45.519558,-73.573769,126,2
8183,Ville-Marie,45.50605,-73.57841,133,2
8185,Villeray-Saint-Michel-Parc-Extension,45.55133993047243,-73.60849125159176,50,1
8186,Villeray-Saint-Michel-Parc-Extension,45.54935,-73.60899,35,1
8187,Ville-Marie,45.49772,-73.58709,157,1
8188,Le Sud-Ouest,45.48647,-73.56804,250,2
8190,Ville-Marie,45.50652,-73.56287,162,2
8191,Ville-Marie,45.49501,-73.57757,129,1
8192,Villeray-Saint-Michel-Parc-Extension,45.55086,-73.60262,100,1
8193,Le Plateau-Mont-Royal,45.51845,-73.58571,171,1
8194,Ville-Marie,45.49539,-73.57724,110,1
8196,Le Plateau-Mont-Royal,45.52569,-73.58773,44,7
8197,Rosemont-La Petite-Patrie,45.54971,-73.57285,150,1
8201,Mercier-Hochelaga-Maisonneuve,45.54059,-73.54927,53,2
8204,Villeray-Saint-Michel-Parc-Extension,45.5402,-73.62148,100,5
8208,Mercier-Hochelaga-Maisonneuve,45.61152,-73.52548,350,1
8209,Le Plateau-Mont-Royal,45.52826,-73.57204,85,3
8210,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46825,-73.61962,134,2
8211,Mercier-Hochelaga-Maisonneuve,45.54666,-73.53769,35,1
8212,Dorval,45.45023,-73.77345,66,1
8214,Le Sud-Ouest,45.49215,-73.55949,321,1
8216,Ville-Marie,45.49715,-73.5878,161,1
8217,Mercier-Hochelaga-Maisonneuve,45.6113,-73.52589,450,1
8219,Ville-Marie,45.50438,-73.56135,153,2
8220,Ville-Marie,45.50442,-73.56268,239,2
8221,Ville-Marie,45.50646,-73.56252,147,2
8222,Ville-Marie,45.50911,-73.55847,112,1
8223,Ville-Marie,45.5044,-73.56147,169,2
8224,Ville-Marie,45.50482,-73.55994,96,1
8225,Ville-Marie,45.50745,-73.5603,112,1
8226,Ville-Marie,45.5092,-73.56069,112,1
8230,Ville-Marie,45.50945,-73.55894,112,1
8231,Ville-Marie,45.50084,-73.57913,99,1
8234,Ville-Marie,45.509,-73.56076,112,1
8235,Ville-Marie,45.50782,-73.56052,112,1
8236,Ville-Marie,45.538933,-73.552528,107,2
8237,Ville-Marie,45.5003,-73.57913,140,1
8239,Ville-Marie,45.5077,-73.56081,102,1
8240,Le Plateau-Mont-Royal,45.513348,-73.570999,356,1
8241,Ville-Marie,45.50942,-73.56064,102,1
8242,Rosemont-La Petite-Patrie,45.54689,-73.55951,45,3
8243,Ville-Marie,45.50777,-73.56037,102,1
8244,Le Sud-Ouest,45.48111,-73.57771,219,2
8245,Le Sud-Ouest,45.48252,-73.57567,243,2
8247,Ville-Marie,45.50905,-73.56041,102,1
8248,Ville-Marie,45.49689,-73.58061,50,1
8249,Ville-Marie,45.50076,-73.57734,99,1
8251,Ville-Marie,45.50758,-73.56074,102,1
8252,Villeray-Saint-Michel-Parc-Extension,45.52583,-73.62299,77,4
8253,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48421,-73.63041,167,1
8254,Rosemont-La Petite-Patrie,45.54185,-73.60208,132,2
8255,Ville-Marie,45.50941,-73.56058,102,1
8256,Rosemont-La Petite-Patrie,45.5565,-73.58857,140,2
8258,Le Plateau-Mont-Royal,45.52519,-73.57436,80,2
8259,Ville-Marie,45.51468,-73.55761,80,1
8260,Le Sud-Ouest,45.45001,-73.60171,35,7
8261,Rosemont-La Petite-Patrie,45.53908,-73.60725,107,2
8262,Ville-Marie,45.50148,-73.55352,68,1
8263,Ville-Marie,45.5021,-73.57949,99,1
8264,Mercier-Hochelaga-Maisonneuve,45.59676,-73.53784,57,3
8265,Rivière-des-Prairies-Pointe-aux-Trembles,45.69738,-73.48995,175,3
8266,Ville-Marie,45.50253,-73.57865,125,1
8268,Le Plateau-Mont-Royal,45.52269,-73.59908,214,3
8269,Rosemont-La Petite-Patrie,45.55678,-73.57516,95,14
8270,Ville-Marie,45.50038,-73.57894,50,1
8271,Villeray-Saint-Michel-Parc-Extension,45.53654,-73.62048,90,10
8272,Ville-Marie,45.52172,-73.5615,99,1
8273,Le Sud-Ouest,45.45567,-73.58971,82,7
8274,Ville-Marie,45.494774,-73.580101,138,5
8277,Le Plateau-Mont-Royal,45.52607,-73.60724,189,1
8281,Le Plateau-Mont-Royal,45.52373,-73.57999,400,1
8282,Le Plateau-Mont-Royal,45.52172,-73.57688,200,1
8283,Ville-Marie,45.50158,-73.57932,110,1
8284,Dollard-des-Ormeaux,45.47797,-73.84105,137,2
8285,Le Plateau-Mont-Royal,45.52315,-73.5998,96,1
8287,Ville-Marie,45.50158,-73.55622,181,2
8289,Ville-Marie,45.50147,-73.55836,192,2
8290,Le Sud-Ouest,45.47927,-73.56291,130,2
8291,Ville-Marie,45.49477,-73.58846,227,1
8293,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49635,-73.64879,121,14
8294,Ville-Marie,45.502,-73.55742,185,2
8295,Ville-Marie,45.49531,-73.58843,250,1
8297,Rosemont-La Petite-Patrie,45.53226,-73.60703,27,5
8299,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47844,-73.62935,357,3
8300,Villeray-Saint-Michel-Parc-Extension,45.56459,-73.60317,150,1
8301,Ahuntsic-Cartierville,45.5273,-73.71311,350,2
8303,Le Plateau-Mont-Royal,45.52192,-73.57728,150,7
8304,Ville-Marie,45.49493,-73.5889,250,1
8305,Ville-Marie,45.50364,-73.56468,121,2
8306,Ville-Marie,45.50232,-73.57748,100,1
8307,Le Plateau-Mont-Royal,45.51691,-73.58591,38,4
8310,Le Plateau-Mont-Royal,45.53953,-73.5805,279,3
8311,Ville-Marie,45.5162,-73.55258,143,2
8312,Verdun,45.4585,-73.57762,91,1
8314,Ville-Marie,45.511,-73.55656,79,1
8315,Ville-Marie,45.50055,-73.58308,150,1
8316,Le Plateau-Mont-Royal,45.514446,-73.57061,180,3
8318,Villeray-Saint-Michel-Parc-Extension,45.52564,-73.62261,109,4
8319,Ville-Marie,45.51493,-73.56622,97,2
8320,Ville-Marie,45.51294,-73.55883,121,2
8321,Ville-Marie,45.52038,-73.55866,62,2
8322,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49651,-73.60863,90,3
8323,Le Plateau-Mont-Royal,45.53137,-73.59107,150,2
8324,Ville-Marie,45.5228,-73.56038,67,1
8325,Ville-Marie,45.51692,-73.56704,89,2
8326,Ville-Marie,45.51622,-73.56473,91,2
8327,Ville-Marie,45.51509,-73.56512,95,2
8328,Saint-Léonard,45.57271,-73.58684,100,10
8331,Rosemont-La Petite-Patrie,45.555447,-73.589851,115,7
8332,Mercier-Hochelaga-Maisonneuve,45.54307,-73.54687,93,3
8333,Le Plateau-Mont-Royal,45.51545,-73.57467,101,2
8334,Montréal-Est,45.63029,-73.49845,320,3
8336,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4936,-73.62434,129,14
8337,Verdun,45.45168,-73.5485,100,6
8338,Villeray-Saint-Michel-Parc-Extension,45.52558,-73.6217,212,5
8339,Ville-Marie,45.51639,-73.56703,86,2
8340,Le Plateau-Mont-Royal,45.51436,-73.57217,298,4
8342,Ville-Marie,45.51511,-73.56673,92,2
8343,Ville-Marie,45.49554,-73.57505,98,2
8344,Ville-Marie,45.49799,-73.58729,187,2
8345,Ville-Marie,45.51665,-73.56479,86,2
8346,Ville-Marie,45.51669,-73.56648,99,2
8348,Le Plateau-Mont-Royal,45.52624,-73.6072,305,3
8351,Ahuntsic-Cartierville,45.54075,-73.64504,85,1
8352,Le Sud-Ouest,45.48358,-73.57402,228,2
8353,Le Plateau-Mont-Royal,45.53851,-73.58198,81,2
8354,Ville-Marie,45.5348,-73.55595,111,2
8357,Ville-Marie,45.50037,-73.57828,169,1
8358,Le Sud-Ouest,45.4837,-73.57603,234,2
8360,Ville-Marie,45.50052,-73.55622,140,2
8361,Ville-Marie,45.50174,-73.55684,196,2
8363,Ville-Marie,45.50185,-73.55678,180,2
8364,Ville-Marie,45.50146,-73.5583,109,2
8366,Ville-Marie,45.50114,-73.5538,68,1
8368,Le Sud-Ouest,45.48326,-73.57436,93,2
8369,Mercier-Hochelaga-Maisonneuve,45.53941,-73.54658,80,14
8370,Le Plateau-Mont-Royal,45.51881,-73.58579,30,3
8371,Le Plateau-Mont-Royal,45.52826,-73.58931,159,2
8372,Le Plateau-Mont-Royal,45.51504,-73.57413,250,4
8373,Ville-Marie,45.50132,-73.55554,219,3
8375,Verdun,45.45598,-73.57065,175,2
8376,Ville-Marie,45.502796,-73.567688,500,5
8377,Ville-Marie,45.51479,-73.56702,88,2
8378,Ville-Marie,45.51651,-73.56489,77,2
8380,Ville-Marie,45.5021,-73.55661,182,1
8381,Ville-Marie,45.50153,-73.55478,142,1
8385,Villeray-Saint-Michel-Parc-Extension,45.568,-73.63844,99,2
8386,Ville-Marie,45.5018,-73.55444,189,1
8387,Villeray-Saint-Michel-Parc-Extension,45.54297,-73.61253,400,7
8389,Ville-Marie,45.51604,-73.56141,95,7
8392,Ville-Marie,45.5152,-73.56505,87,2
8395,Rosemont-La Petite-Patrie,45.54997,-73.58281,32,3
8396,Ville-Marie,45.52144,-73.56506,146,2
8397,Ville-Marie,45.53478,-73.55409,131,2
8399,Ville-Marie,45.51259,-73.55572,88,2
8400,Ville-Marie,45.51577,-73.55662,141,2
8401,Le Plateau-Mont-Royal,45.51861,-73.59614,90,2
8402,Mercier-Hochelaga-Maisonneuve,45.60046,-73.51428,137,3
8403,Le Plateau-Mont-Royal,45.52387,-73.58428,58,2
8405,Mercier-Hochelaga-Maisonneuve,45.55628,-73.5293,109,1
8407,Ville-Marie,45.52270028756608,-73.5590215467379,56,1
8409,Le Sud-Ouest,45.48901,-73.5658,65,1
8413,Villeray-Saint-Michel-Parc-Extension,45.54353,-73.61993,196,1
8414,Ville-Marie,45.5018,-73.55554,299,3
8415,Le Plateau-Mont-Royal,45.536217,-73.562424,199,6
8416,Le Plateau-Mont-Royal,45.5322,-73.58008,100,2
8417,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49518,-73.60822,88,1
8418,Villeray-Saint-Michel-Parc-Extension,45.53096,-73.64756,80,1
8420,Verdun,45.45343,-73.54455,158,3
8422,Villeray-Saint-Michel-Parc-Extension,45.54668,-73.63363,100,6
8424,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48825,-73.64147,124,2
8425,Ville-Marie,45.50757,-73.56064,102,1
8426,Ville-Marie,45.50762,-73.55917,102,1
8428,Ville-Marie,45.51664,-73.56486,79,2
8429,Ville-Marie,45.51682,-73.56533,75,2
8430,Saint-Laurent,45.51111,-73.67839,100,1
8431,Ville-Marie,45.51686,-73.565,86,2
8432,Ville-Marie,45.51678,-73.56623,76,2
8433,Rosemont-La Petite-Patrie,45.53368,-73.5966,275,2
8434,Mercier-Hochelaga-Maisonneuve,45.556,-73.52889,66,2
8435,Ville-Marie,45.517,-73.56522,85,2
8436,Lachine,45.44605,-73.65304,351,7
8437,Ville-Marie,45.51542,-73.56671,84,2
8438,Ville-Marie,45.53398,-73.56123,34,2
8439,Mercier-Hochelaga-Maisonneuve,45.54095,-73.55096,48,2
8440,Ville-Marie,45.51668,-73.56528,83,2
8441,Ville-Marie,45.51512,-73.5667,86,2
8442,Villeray-Saint-Michel-Parc-Extension,45.56121,-73.59795,136,1
8443,Ville-Marie,45.51652,-73.56698,88,2
8444,Ville-Marie,45.51479,-73.56698,85,2
8445,Ville-Marie,45.51641,-73.56702,86,2
8447,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50866,-73.62109,35,10
8448,Villeray-Saint-Michel-Parc-Extension,45.53891,-73.61525,100,8
8450,Le Plateau-Mont-Royal,45.52072,-73.58986,30,1
8452,Ville-Marie,45.51505,-73.56477,86,2
8453,Ville-Marie,45.53524,-73.55723,70,1
8457,Le Plateau-Mont-Royal,45.51858,-73.59044,31,1
8458,Ville-Marie,45.52558,-73.56148,119,2
8459,Le Sud-Ouest,45.449554,-73.599815,78,2
8460,Pierrefonds-Roxboro,45.51323,-73.81189,264,3
8461,Le Plateau-Mont-Royal,45.52059555053711,-73.57511901855469,481,1
8462,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49472,-73.61522,250,2
8463,Ville-Marie,45.49562,-73.58911,150,10
8464,Le Sud-Ouest,45.47794,-73.56667,100,3
8465,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48454,-73.62592,80,2
8467,Ahuntsic-Cartierville,45.55078,-73.67027,30,1
8468,Outremont,45.51834,-73.59607,93,2
8469,Rosemont-La Petite-Patrie,45.57526,-73.57034,500,1
8470,Ville-Marie,45.51111,-73.56917,100,2
8471,Ville-Marie,45.49757,-73.58594,169,1
8474,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49807,-73.62014,95,2
8475,Villeray-Saint-Michel-Parc-Extension,45.54965,-73.60508,159,7
8477,Villeray-Saint-Michel-Parc-Extension,45.52873,-73.6285,60,3
8479,Rosemont-La Petite-Patrie,45.5528,-73.57373,80,1
8481,Ville-Marie,45.52007,-73.56432,67,2
8483,Mercier-Hochelaga-Maisonneuve,45.59805,-73.5394,59,3
8484,Le Plateau-Mont-Royal,45.51568,-73.57538,68,1
8486,Le Plateau-Mont-Royal,45.52005,-73.58844,29,1
8488,Ville-Marie,45.53317,-73.55647,170,1
8490,Le Plateau-Mont-Royal,45.53059,-73.57368,125,2
8491,Le Plateau-Mont-Royal,45.50649,-73.57309,52,4
8494,Ville-Marie,45.50443,-73.55561,185,2
8495,Le Sud-Ouest,45.49648,-73.55915,101,1
8496,Le Sud-Ouest,45.48967588319363,-73.5678196961818,161,1
8497,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47408,-73.62474,181,1
8500,Le Plateau-Mont-Royal,45.51918,-73.5885,26,1
8502,Ville-Marie,45.50509,-73.55549,182,4
8505,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49796,-73.63346,236,3
8507,Ville-Marie,45.50916,-73.55896,102,1
8509,Outremont,45.52077,-73.6021,149,2
